"","median_c4mid","median_c4del","mean_c4ins","median_tnxb","mean_c4a_g1","mean_c4a_g2","mean_c4b_g1","mean_c4b_g2","mean_c4a","mean_c4b","c4aL","c4bL","median_mhc_c4","median_mhc_tnxb","mhc_c4_copy","c4_exon_del","c4_exon29_ins","c4_exon29_norm","wgs_c4_copy"
"HG00232_C4_",162,0,149.168211088425,61.8801770609633,119.4,118.75,36.4,36,119.111111111111,36.2222222222222,95,67,76,57,0,0,0,167,5.68421052631579
