donor	stratum	family	method	gene	fields	state	eligible	called	correct	allele_matches
HG01530	EUR	IBS011	hprc_asian	DPB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian	DPB1	4	complete	1	1	0	1
HG01530	EUR	IBS011	hprc_asian	DQA1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian	DQA1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian	DQB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian	DQB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	hprc_asian	DRB1	2	complete	1	1	0	1
HG01530	EUR	IBS011	hprc_asian	DRB1	4	complete	1	0	0	0
HG01530	EUR	IBS011	ipd_genome	A	2	complete	1	1	1	2
HG01530	EUR	IBS011	ipd_genome	A	4	complete	1	1	1	2
HG01530	EUR	IBS011	ipd_genome	B	2	complete	1	1	1	2
HG01530	EUR	IBS011	ipd_genome	B	4	complete	0	0	0	0
HG01530	EUR	IBS011	ipd_genome	C	2	complete	1	1	1	2
HG01530	EUR	IBS011	ipd_genome	C	4	complete	1	1	1	2
HG01530	EUR	IBS011	ipd_genome	DPA1	2	complete	1	1	1	2
HG01530	EUR	IBS011	ipd_genome	DPA1	4	complete	1	1	1	2
HG01530	EUR	IBS011	ipd_genome	DPB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	ipd_genome	DPB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	ipd_genome	DQA1	2	complete	1	1	1	2
HG01530	EUR	IBS011	ipd_genome	DQA1	4	complete	1	1	0	1
HG01530	EUR	IBS011	ipd_genome	DQB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	ipd_genome	DQB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	ipd_genome	DRB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	ipd_genome	DRB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc	A	2	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc	A	4	complete	1	1	0	1
HG01530	EUR	IBS011	genome_hprc	B	2	complete	1	1	0	1
HG01530	EUR	IBS011	genome_hprc	B	4	complete	0	0	0	0
HG01530	EUR	IBS011	genome_hprc	C	2	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc	C	4	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc	DPA1	2	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc	DPA1	4	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc	DPB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc	DPB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc	DQA1	2	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc	DQA1	4	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc	DQB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc	DQB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc	DRB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc	DRB1	4	complete	1	0	0	1
HG01530	EUR	IBS011	genome_hprc_asian	A	2	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc_asian	A	4	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc_asian	B	2	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc_asian	B	4	complete	0	0	0	0
HG01530	EUR	IBS011	genome_hprc_asian	C	2	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc_asian	C	4	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc_asian	DPA1	2	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc_asian	DPA1	4	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc_asian	DPB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc_asian	DPB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc_asian	DQA1	2	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc_asian	DQA1	4	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc_asian	DQB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc_asian	DQB1	4	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc_asian	DRB1	2	complete	1	1	1	2
HG01530	EUR	IBS011	genome_hprc_asian	DRB1	4	complete	1	0	0	1
NA20806	EUR	NA20806	T1K	A	2	complete	1	1	1	2
NA20806	EUR	NA20806	T1K	A	4	complete	1	1	1	2
NA20806	EUR	NA20806	T1K	B	2	complete	1	1	1	2
NA20806	EUR	NA20806	T1K	B	4	complete	1	1	1	2
NA20806	EUR	NA20806	T1K	C	2	complete	1	1	1	2
NA20806	EUR	NA20806	T1K	C	4	complete	1	1	0	1
NA20806	EUR	NA20806	T1K	DPA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	T1K	DPA1	4	complete	1	1	0	1
NA20806	EUR	NA20806	T1K	DPB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	T1K	DPB1	4	complete	1	1	0	1
NA20806	EUR	NA20806	T1K	DQA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	T1K	DQA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	T1K	DQB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	T1K	DQB1	4	complete	1	1	1	2
NA20806	EUR	NA20806	T1K	DRB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	T1K	DRB1	4	complete	1	1	0	0
NA20806	EUR	NA20806	hprc	A	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc	A	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc	B	2	complete	1	1	0	1
NA20806	EUR	NA20806	hprc	B	4	complete	1	1	0	1
NA20806	EUR	NA20806	hprc	C	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc	C	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc	DPA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc	DPA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc	DPB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc	DPB1	4	complete	1	0	0	0
NA20806	EUR	NA20806	hprc	DQA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc	DQA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc	DQB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc	DQB1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc	DRB1	2	complete	1	1	0	1
NA20806	EUR	NA20806	hprc	DRB1	4	complete	1	0	0	0
NA20806	EUR	NA20806	hprc_asian	A	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian	A	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian	B	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian	B	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian	C	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian	C	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian	DPA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian	DPA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian	DPB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian	DPB1	4	complete	1	0	0	0
NA20806	EUR	NA20806	hprc_asian	DQA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian	DQA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian	DQB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian	DQB1	4	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian	DRB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	hprc_asian	DRB1	4	complete	1	0	0	1
NA20806	EUR	NA20806	ipd_genome	A	2	complete	1	1	1	2
NA20806	EUR	NA20806	ipd_genome	A	4	complete	1	1	1	2
NA20806	EUR	NA20806	ipd_genome	B	2	complete	1	1	1	2
NA20806	EUR	NA20806	ipd_genome	B	4	complete	1	1	1	2
NA20806	EUR	NA20806	ipd_genome	C	2	complete	1	1	1	2
NA20806	EUR	NA20806	ipd_genome	C	4	complete	1	1	1	2
NA20806	EUR	NA20806	ipd_genome	DPA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	ipd_genome	DPA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	ipd_genome	DPB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	ipd_genome	DPB1	4	complete	1	1	0	1
NA20806	EUR	NA20806	ipd_genome	DQA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	ipd_genome	DQA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	ipd_genome	DQB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	ipd_genome	DQB1	4	complete	1	1	1	2
NA20806	EUR	NA20806	ipd_genome	DRB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	ipd_genome	DRB1	4	complete	1	1	0	0
NA20806	EUR	NA20806	genome_hprc	A	2	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc	A	4	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc	B	2	complete	1	1	0	1
NA20806	EUR	NA20806	genome_hprc	B	4	complete	1	1	0	1
NA20806	EUR	NA20806	genome_hprc	C	2	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc	C	4	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc	DPA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc	DPA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc	DPB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc	DPB1	4	complete	1	1	0	1
NA20806	EUR	NA20806	genome_hprc	DQA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc	DQA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc	DQB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc	DQB1	4	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc	DRB1	2	complete	1	1	0	1
NA20806	EUR	NA20806	genome_hprc	DRB1	4	complete	1	0	0	0
NA20806	EUR	NA20806	genome_hprc_asian	A	2	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc_asian	A	4	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc_asian	B	2	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc_asian	B	4	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc_asian	C	2	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc_asian	C	4	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc_asian	DPA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc_asian	DPA1	4	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc_asian	DPB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc_asian	DPB1	4	complete	1	1	0	1
NA20806	EUR	NA20806	genome_hprc_asian	DQA1	2	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc_asian	DQA1	4	complete	1	0	0	1
NA20806	EUR	NA20806	genome_hprc_asian	DQB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc_asian	DQB1	4	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc_asian	DRB1	2	complete	1	1	1	2
NA20806	EUR	NA20806	genome_hprc_asian	DRB1	4	complete	1	0	0	1
HG00321	EUR	HG00321	T1K	A	2	complete	1	1	1	2
HG00321	EUR	HG00321	T1K	A	4	complete	1	1	1	2
HG00321	EUR	HG00321	T1K	B	2	complete	1	1	1	2
HG00321	EUR	HG00321	T1K	B	4	complete	1	1	0	1
HG00321	EUR	HG00321	T1K	C	2	complete	1	1	1	2
HG00321	EUR	HG00321	T1K	C	4	complete	1	1	1	2
HG00321	EUR	HG00321	T1K	DPA1	2	complete	1	1	1	2
HG00321	EUR	HG00321	T1K	DPA1	4	complete	1	1	1	2
HG00321	EUR	HG00321	T1K	DPB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	T1K	DPB1	4	complete	1	1	1	2
HG00321	EUR	HG00321	T1K	DQA1	2	complete	1	1	1	2
HG00321	EUR	HG00321	T1K	DQA1	4	complete	1	1	0	1
HG00321	EUR	HG00321	T1K	DQB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	T1K	DQB1	4	complete	1	1	1	2
HG00321	EUR	HG00321	T1K	DRB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	T1K	DRB1	4	complete	0	0	0	0
HG00321	EUR	HG00321	hprc	A	2	complete	1	1	1	2
HG00321	EUR	HG00321	hprc	A	4	complete	1	1	1	2
HG00321	EUR	HG00321	hprc	B	2	complete	1	1	1	2
HG00321	EUR	HG00321	hprc	B	4	complete	1	1	1	2
HG00321	EUR	HG00321	hprc	C	2	complete	1	1	1	2
HG00321	EUR	HG00321	hprc	C	4	complete	1	1	1	2
HG00321	EUR	HG00321	hprc	DPA1	2	complete	1	1	1	2
HG00321	EUR	HG00321	hprc	DPA1	4	complete	1	1	1	2
HG00321	EUR	HG00321	hprc	DPB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	hprc	DPB1	4	complete	1	1	0	0
HG00321	EUR	HG00321	hprc	DQA1	2	complete	1	1	1	2
HG00321	EUR	HG00321	hprc	DQA1	4	complete	1	1	1	2
HG00321	EUR	HG00321	hprc	DQB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	hprc	DQB1	4	complete	1	1	1	2
HG00321	EUR	HG00321	hprc	DRB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	hprc	DRB1	4	complete	0	0	0	0
HG00321	EUR	HG00321	hprc_asian	A	2	complete	1	1	1	2
HG00321	EUR	HG00321	hprc_asian	A	4	complete	1	1	1	2
HG00321	EUR	HG00321	hprc_asian	B	2	complete	1	1	1	2
HG00321	EUR	HG00321	hprc_asian	B	4	complete	1	1	1	2
HG00321	EUR	HG00321	hprc_asian	C	2	complete	1	1	1	2
HG00321	EUR	HG00321	hprc_asian	C	4	complete	1	1	1	2
HG00321	EUR	HG00321	hprc_asian	DPA1	2	complete	1	1	1	2
HG00321	EUR	HG00321	hprc_asian	DPA1	4	complete	1	1	1	2
HG00321	EUR	HG00321	hprc_asian	DPB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	hprc_asian	DPB1	4	complete	1	1	0	0
HG00321	EUR	HG00321	hprc_asian	DQA1	2	complete	1	1	1	2
HG00321	EUR	HG00321	hprc_asian	DQA1	4	complete	1	1	1	2
HG00321	EUR	HG00321	hprc_asian	DQB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	hprc_asian	DQB1	4	complete	1	1	1	2
HG00321	EUR	HG00321	hprc_asian	DRB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	hprc_asian	DRB1	4	complete	0	0	0	0
HG00321	EUR	HG00321	ipd_genome	A	2	complete	1	1	1	2
HG00321	EUR	HG00321	ipd_genome	A	4	complete	1	1	1	2
HG00321	EUR	HG00321	ipd_genome	B	2	complete	1	1	1	2
HG00321	EUR	HG00321	ipd_genome	B	4	complete	1	1	1	2
HG00321	EUR	HG00321	ipd_genome	C	2	complete	1	1	1	2
HG00321	EUR	HG00321	ipd_genome	C	4	complete	1	1	1	2
HG00321	EUR	HG00321	ipd_genome	DPA1	2	complete	1	1	1	2
HG00321	EUR	HG00321	ipd_genome	DPA1	4	complete	1	1	1	2
HG00321	EUR	HG00321	ipd_genome	DPB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	ipd_genome	DPB1	4	complete	1	1	1	2
HG00321	EUR	HG00321	ipd_genome	DQA1	2	complete	1	1	1	2
HG00321	EUR	HG00321	ipd_genome	DQA1	4	complete	1	1	1	2
HG00321	EUR	HG00321	ipd_genome	DQB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	ipd_genome	DQB1	4	complete	1	1	1	2
HG00321	EUR	HG00321	ipd_genome	DRB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	ipd_genome	DRB1	4	complete	0	0	0	0
HG00321	EUR	HG00321	genome_hprc	A	2	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc	A	4	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc	B	2	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc	B	4	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc	C	2	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc	C	4	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc	DPA1	2	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc	DPA1	4	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc	DPB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc	DPB1	4	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc	DQA1	2	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc	DQA1	4	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc	DQB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc	DQB1	4	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc	DRB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc	DRB1	4	complete	0	0	0	0
HG00321	EUR	HG00321	genome_hprc_asian	A	2	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc_asian	A	4	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc_asian	B	2	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc_asian	B	4	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc_asian	C	2	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc_asian	C	4	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc_asian	DPA1	2	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc_asian	DPA1	4	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc_asian	DPB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc_asian	DPB1	4	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc_asian	DQA1	2	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc_asian	DQA1	4	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc_asian	DQB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc_asian	DQB1	4	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc_asian	DRB1	2	complete	1	1	1	2
HG00321	EUR	HG00321	genome_hprc_asian	DRB1	4	complete	0	0	0	0
HG00232	EUR	HG00232	T1K	A	2	complete	1	1	1	2
HG00232	EUR	HG00232	T1K	A	4	complete	1	1	1	2
HG00232	EUR	HG00232	T1K	B	2	complete	1	1	1	2
HG00232	EUR	HG00232	T1K	B	4	complete	0	0	0	0
HG00232	EUR	HG00232	T1K	C	2	complete	1	1	1	2
HG00232	EUR	HG00232	T1K	C	4	complete	1	1	1	2
HG00232	EUR	HG00232	T1K	DPA1	2	complete	1	1	1	2
HG00232	EUR	HG00232	T1K	DPA1	4	complete	1	1	1	2
HG00232	EUR	HG00232	T1K	DPB1	2	complete	1	1	1	2
HG00232	EUR	HG00232	T1K	DPB1	4	complete	1	1	1	2
HG00232	EUR	HG00232	T1K	DQA1	2	complete	1	1	1	2
HG00232	EUR	HG00232	T1K	DQA1	4	complete	0	0	0	0
HG00232	EUR	HG00232	T1K	DQB1	2	complete	1	1	1	2
HG00232	EUR	HG00232	T1K	DQB1	4	complete	1	1	1	2
HG00232	EUR	HG00232	T1K	DRB1	2	complete	1	1	1	2
HG00232	EUR	HG00232	T1K	DRB1	4	complete	0	0	0	0
HG00232	EUR	HG00232	hprc	A	2	complete	1	1	1	2
HG00232	EUR	HG00232	hprc	A	4	complete	1	1	1	2
HG00232	EUR	HG00232	hprc	B	2	complete	1	1	1	2
HG00232	EUR	HG00232	hprc	B	4	complete	0	0	0	0
HG00232	EUR	HG00232	hprc	C	2	complete	1	1	1	2
HG00232	EUR	HG00232	hprc	C	4	complete	1	1	1	2
HG00232	EUR	HG00232	hprc	DPA1	2	complete	1	1	1	2
HG00232	EUR	HG00232	hprc	DPA1	4	complete	1	1	0	1
HG00232	EUR	HG00232	hprc	DPB1	2	complete	1	1	0	1
HG00232	EUR	HG00232	hprc	DPB1	4	complete	1	1	0	0
HG00232	EUR	HG00232	hprc	DQA1	2	complete	1	1	1	2
HG00232	EUR	HG00232	hprc	DQA1	4	complete	0	0	0	0
HG00232	EUR	HG00232	hprc	DQB1	2	complete	1	1	1	2
HG00232	EUR	HG00232	hprc	DQB1	4	complete	1	1	1	2
HG00232	EUR	HG00232	hprc	DRB1	2	complete	1	1	1	2
HG00232	EUR	HG00232	hprc	DRB1	4	complete	0	0	0	0
HG00232	EUR	HG00232	hprc_asian	A	2	complete	1	1	1	2
HG00232	EUR	HG00232	hprc_asian	A	4	complete	1	1	1	2
HG00232	EUR	HG00232	hprc_asian	B	2	complete	1	1	1	2
HG00232	EUR	HG00232	hprc_asian	B	4	complete	0	0	0	0
HG00232	EUR	HG00232	hprc_asian	C	2	complete	1	1	1	2
HG00232	EUR	HG00232	hprc_asian	C	4	complete	1	1	1	2
HG00232	EUR	HG00232	hprc_asian	DPA1	2	complete	1	1	1	2
HG00232	EUR	HG00232	hprc_asian	DPA1	4	complete	1	1	1	2
HG00232	EUR	HG00232	hprc_asian	DPB1	2	complete	1	1	1	2
HG00232	EUR	HG00232	hprc_asian	DPB1	4	complete	1	0	0	1
HG00232	EUR	HG00232	hprc_asian	DQA1	2	complete	1	1	1	2
HG00232	EUR	HG00232	hprc_asian	DQA1	4	complete	0	0	0	0
HG00232	EUR	HG00232	hprc_asian	DQB1	2	complete	1	1	1	2
HG00232	EUR	HG00232	hprc_asian	DQB1	4	complete	1	1	1	2
HG00232	EUR	HG00232	hprc_asian	DRB1	2	complete	1	1	1	2
HG00232	EUR	HG00232	hprc_asian	DRB1	4	complete	0	0	0	0
HG00232	EUR	HG00232	ipd_genome	A	2	complete	1	1	1	2
HG00232	EUR	HG00232	ipd_genome	A	4	complete	1	1	1	2
HG00232	EUR	HG00232	ipd_genome	B	2	complete	1	1	1	2
HG00232	EUR	HG00232	ipd_genome	B	4	complete	0	0	0	0
HG00232	EUR	HG00232	ipd_genome	C	2	complete	1	1	1	2
HG00232	EUR	HG00232	ipd_genome	C	4	complete	1	1	1	2
HG00232	EUR	HG00232	ipd_genome	DPA1	2	complete	1	1	1	2
HG00232	EUR	HG00232	ipd_genome	DPA1	4	complete	1	1	1	2
HG00232	EUR	HG00232	ipd_genome	DPB1	2	complete	1	1	1	2
HG00232	EUR	HG00232	ipd_genome	DPB1	4	complete	1	1	1	2
HG00232	EUR	HG00232	ipd_genome	DQA1	2	complete	1	1	1	2
HG00232	EUR	HG00232	ipd_genome	DQA1	4	complete	0	0	0	0
HG00232	EUR	HG00232	ipd_genome	DQB1	2	complete	1	1	1	2
HG00232	EUR	HG00232	ipd_genome	DQB1	4	complete	1	1	1	2
HG00232	EUR	HG00232	ipd_genome	DRB1	2	complete	1	1	1	2
HG00232	EUR	HG00232	ipd_genome	DRB1	4	complete	0	0	0	0
HG00232	EUR	HG00232	genome_hprc	A	2	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc	A	4	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc	B	2	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc	B	4	complete	0	0	0	0
HG00232	EUR	HG00232	genome_hprc	C	2	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc	C	4	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc	DPA1	2	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc	DPA1	4	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc	DPB1	2	complete	1	1	0	1
HG00232	EUR	HG00232	genome_hprc	DPB1	4	complete	1	1	0	0
HG00232	EUR	HG00232	genome_hprc	DQA1	2	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc	DQA1	4	complete	0	0	0	0
HG00232	EUR	HG00232	genome_hprc	DQB1	2	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc	DQB1	4	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc	DRB1	2	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc	DRB1	4	complete	0	0	0	0
HG00232	EUR	HG00232	genome_hprc_asian	A	2	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc_asian	A	4	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc_asian	B	2	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc_asian	B	4	complete	0	0	0	0
HG00232	EUR	HG00232	genome_hprc_asian	C	2	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc_asian	C	4	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc_asian	DPA1	2	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc_asian	DPA1	4	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc_asian	DPB1	2	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc_asian	DPB1	4	complete	1	1	0	1
HG00232	EUR	HG00232	genome_hprc_asian	DQA1	2	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc_asian	DQA1	4	complete	0	0	0	0
HG00232	EUR	HG00232	genome_hprc_asian	DQB1	2	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc_asian	DQB1	4	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc_asian	DRB1	2	complete	1	1	1	2
HG00232	EUR	HG00232	genome_hprc_asian	DRB1	4	complete	0	0	0	0
HG01786	EUR	IBS054	T1K	A	2	complete	1	1	1	2
HG01786	EUR	IBS054	T1K	A	4	complete	1	1	1	2
HG01786	EUR	IBS054	T1K	B	2	complete	1	1	1	2
HG01786	EUR	IBS054	T1K	B	4	complete	0	0	0	0
HG01786	EUR	IBS054	T1K	C	2	complete	1	1	1	2
HG01786	EUR	IBS054	T1K	C	4	complete	0	0	0	0
HG01786	EUR	IBS054	T1K	DPA1	2	complete	1	1	1	2
HG01786	EUR	IBS054	T1K	DPA1	4	complete	1	1	0	0
HG01786	EUR	IBS054	T1K	DPB1	2	complete	1	1	1	2
HG01786	EUR	IBS054	T1K	DPB1	4	complete	1	1	0	1
HG01786	EUR	IBS054	T1K	DQA1	2	complete	1	1	0	1
HG01786	EUR	IBS054	T1K	DQA1	4	complete	0	0	0	0
HG01786	EUR	IBS054	T1K	DQB1	2	complete	1	1	1	2
HG01786	EUR	IBS054	T1K	DQB1	4	complete	1	1	0	1
HG01786	EUR	IBS054	T1K	DRB1	2	complete	1	1	1	2
HG01786	EUR	IBS054	T1K	DRB1	4	complete	0	0	0	0
HG01786	EUR	IBS054	hprc	A	2	complete	1	1	1	2
HG01786	EUR	IBS054	hprc	A	4	complete	1	1	1	2
HG01786	EUR	IBS054	hprc	B	2	complete	1	1	1	2
HG01786	EUR	IBS054	hprc	B	4	complete	0	0	0	0
HG01786	EUR	IBS054	hprc	C	2	complete	1	1	1	2
HG01786	EUR	IBS054	hprc	C	4	complete	0	0	0	0
HG01786	EUR	IBS054	hprc	DPA1	2	complete	1	1	1	2
HG01786	EUR	IBS054	hprc	DPA1	4	complete	1	1	1	2
HG01786	EUR	IBS054	hprc	DPB1	2	complete	1	1	1	2
HG01786	EUR	IBS054	hprc	DPB1	4	complete	1	0	0	0
HG01786	EUR	IBS054	hprc	DQA1	2	complete	1	1	1	2
HG01786	EUR	IBS054	hprc	DQA1	4	complete	0	0	0	0
HG01786	EUR	IBS054	hprc	DQB1	2	complete	1	1	1	2
