"","median_c4mid","median_c4del","mean_c4ins","median_tnxb","mean_c4a_g1","mean_c4a_g2","mean_c4b_g1","mean_c4b_g2","mean_c4a","mean_c4b","c4aL","c4bL","median_mhc_c4","median_mhc_tnxb","mhc_c4_copy","c4_exon_del","c4_exon29_ins","c4_exon29_norm","wgs_c4_copy"
"NA18948_C4_",115,18,88.3127061410397,39.9807161327081,74,87.5,44.8,36,80,40.8888888888889,98,0,54,35,0,0,0,146,6.57142857142857
