stratum	universe	variant_class	endpoint	baseline	donors	full_minus_baseline_pp	ci95_low_pp	ci95_high_pp	donors_better	donors_tied	donors_worse
EAS	frozen_HPRC_sites	truth_SV_length	all	old_hprc	20	3.899721448467963	2.208305528463638	5.324591947604654	18	0	2
EAS	frozen_HPRC_sites	truth_SV_length	nonref	hprc	20	3.899721448467963	2.391289498693274	5.299872850658666	18	0	2
EAS	frozen_HPRC_sites	truth_SV_length	nonref	old_full	20	8.495821727019504	6.970610486497847	10.15411633403361	20	0	0
EAS	frozen_HPRC_sites	truth_SV_length	nonref	old_hprc	20	3.899721448467963	2.327269100580266	5.357267210505373	18	0	2
EAS	frozen_threeway_SNV	ALL	all	hprc	20	0.04674306991810928	0.014796712658208533	0.08334016645110462	13	0	7
EAS	frozen_threeway_SNV	ALL	all	linear	20	0.13099968639469495	0.07259577809174605	0.19044017170715882	17	0	3
EAS	frozen_threeway_SNV	ALL	all	old_full	20	-0.0050613515197972525	-0.014304034989845726	0.004465281432282919	8	1	11
EAS	frozen_threeway_SNV	ALL	all	old_hprc	20	0.04535367930482703	0.013576710185945475	0.08111151979752401	13	0	7
EAS	frozen_threeway_SNV	ALL	nonref	hprc	20	0.1636714180695109	0.0446589503948952	0.2922402568843171	14	0	6
EAS	frozen_threeway_SNV	ALL	nonref	linear	20	0.5321632830452172	0.3081339784664916	0.7497384984452001	17	0	3
EAS	frozen_threeway_SNV	ALL	nonref	old_full	20	-0.01202106460397312	-0.04905234120587049	0.024899620587123247	7	4	9
EAS	frozen_threeway_SNV	ALL	nonref	old_hprc	20	0.16043497759921088	0.040102475452915565	0.2887011621887378	14	0	6
EAS	frozen_threeway_SNV	SNV	all	hprc	20	0.04674306991810928	0.014789316687432719	0.08284853395481766	13	0	7
EAS	frozen_threeway_SNV	SNV	all	linear	20	0.13099968639469495	0.07379119501122883	0.188290455313935	17	0	3
EAS	frozen_threeway_SNV	SNV	all	old_full	20	-0.0050613515197972525	-0.01408672233794317	0.004662432450931453	8	1	11
EAS	frozen_threeway_SNV	SNV	all	old_hprc	20	0.04535367930482703	0.013912831603620501	0.08159577942667194	13	0	7
EAS	frozen_threeway_SNV	SNV	nonref	hprc	20	0.1636714180695109	0.043605758569122965	0.28981324374456185	14	0	6
EAS	frozen_threeway_SNV	SNV	nonref	linear	20	0.5321632830452172	0.3073874613321956	0.7491035882022264	17	0	3
EAS	frozen_threeway_SNV	SNV	nonref	old_full	20	-0.01202106460397312	-0.04941398262008567	0.025538879196306534	7	4	9
EAS	frozen_threeway_SNV	SNV	nonref	old_hprc	20	0.16043497759921088	0.04106828741660351	0.2878193852978494	14	0	6
EAS	shared_new_sites	ALL	all	hprc	20	0.13454714032907766	0.04908412840147536	0.22151251252980175	14	0	6
EAS	shared_new_sites	ALL	all	old_full	20	17.334695865808204	17.30835003985074	17.366272063149637	20	0	0
EAS	shared_new_sites	ALL	all	old_hprc	20	0.3737551300877384	0.2909620452656919	0.462919691148482	20	0	0
EAS	shared_new_sites	ALL	nonref	hprc	20	0.5114402391605988	0.23608063576924493	0.7919425611364486	14	0	6
EAS	shared_new_sites	ALL	nonref	old_full	20	14.375525117724075	13.620908947223676	15.158060478208116	20	0	0
EAS	shared_new_sites	ALL	nonref	old_hprc	20	0.672394927607034	0.3913691226652827	0.953307804602197	17	0	3
EAS	shared_new_sites	SNV	all	hprc	20	0.09029184377941091	0.0280086576924915	0.155130096040757	13	0	7
