donor	stratum	population	fold	universe	variant_class	arm	n	site_present	called	correct	nonref_n	nonref_correct
HG02027	EAS	KHV	2	all_truth	SV_length_site	old_full	298	243	243	216	171	111
HG02027	EAS	KHV	2	all_truth	SV_length_site	old_hprc	298	282	282	232	171	119
HG02027	EAS	KHV	2	all_truth	small_complex	full	17230	17100	17099	16616	5508	5077
HG02027	EAS	KHV	2	all_truth	small_complex	hprc	17230	14594	14589	13915	5508	4925
HG02027	EAS	KHV	2	all_truth	small_complex	old_full	17230	14080	14080	13682	5508	4376
HG02027	EAS	KHV	2	all_truth	small_complex	old_hprc	17230	14543	14538	13872	5508	4921
HG02027	EAS	KHV	2	all_truth	truth_SV_length	full	76	76	76	55	76	55
HG02027	EAS	KHV	2	all_truth	truth_SV_length	hprc	76	76	76	50	76	50
HG02027	EAS	KHV	2	all_truth	truth_SV_length	old_full	76	63	63	51	76	51
HG02027	EAS	KHV	2	all_truth	truth_SV_length	old_hprc	76	75	75	50	76	50
HG02027	EAS	KHV	2	frozen_HPRC_sites	ALL	full	84770	84770	84769	83670	21151	20205
HG02027	EAS	KHV	2	frozen_HPRC_sites	ALL	hprc	84770	84770	84765	83183	21151	19881
HG02027	EAS	KHV	2	frozen_HPRC_sites	ALL	old_full	84770	70118	70118	69181	21151	17380
HG02027	EAS	KHV	2	frozen_HPRC_sites	ALL	old_hprc	84770	84770	84765	83189	21151	19887
HG02027	EAS	KHV	2	frozen_HPRC_sites	SNV	full	69945	69945	69945	69367	15498	15017
HG02027	EAS	KHV	2	frozen_HPRC_sites	SNV	hprc	69945	69945	69945	69085	15498	14846
HG02027	EAS	KHV	2	frozen_HPRC_sites	SNV	old_full	69945	57735	57735	57222	15498	12899
HG02027	EAS	KHV	2	frozen_HPRC_sites	SNV	old_hprc	69945	69945	69945	69085	15498	14847
HG02027	EAS	KHV	2	frozen_HPRC_sites	SV_length_site	full	282	282	282	240	168	126
HG02027	EAS	KHV	2	frozen_HPRC_sites	SV_length_site	hprc	282	282	282	232	168	119
HG02027	EAS	KHV	2	frozen_HPRC_sites	SV_length_site	old_full	282	234	234	207	168	111
HG02027	EAS	KHV	2	frozen_HPRC_sites	SV_length_site	old_hprc	282	282	282	232	168	119
HG02027	EAS	KHV	2	frozen_HPRC_sites	small_complex	full	14543	14543	14542	14063	5485	5062
HG02027	EAS	KHV	2	frozen_HPRC_sites	small_complex	hprc	14543	14543	14538	13866	5485	4916
HG02027	EAS	KHV	2	frozen_HPRC_sites	small_complex	old_full	14543	12149	12149	11752	5485	4370
HG02027	EAS	KHV	2	frozen_HPRC_sites	small_complex	old_hprc	14543	14543	14538	13872	5485	4921
HG02027	EAS	KHV	2	frozen_HPRC_sites	truth_SV_length	full	75	75	75	55	75	55
HG02027	EAS	KHV	2	frozen_HPRC_sites	truth_SV_length	hprc	75	75	75	50	75	50
HG02027	EAS	KHV	2	frozen_HPRC_sites	truth_SV_length	old_full	75	63	63	51	75	51
HG02027	EAS	KHV	2	frozen_HPRC_sites	truth_SV_length	old_hprc	75	75	75	50	75	50
HG02027	EAS	KHV	2	frozen_threeway_SNV	ALL	full	50387	50387	50387	50253	11345	11243
HG02027	EAS	KHV	2	frozen_threeway_SNV	ALL	hprc	50387	50387	50387	50135	11345	11159
HG02027	EAS	KHV	2	frozen_threeway_SNV	ALL	linear	50387	50387	50387	50231	11345	11213
HG02027	EAS	KHV	2	frozen_threeway_SNV	ALL	old_full	50387	50387	50387	50256	11345	11243
HG02027	EAS	KHV	2	frozen_threeway_SNV	ALL	old_hprc	50387	50387	50387	50136	11345	11160
HG02027	EAS	KHV	2	frozen_threeway_SNV	SNV	full	50387	50387	50387	50253	11345	11243
HG02027	EAS	KHV	2	frozen_threeway_SNV	SNV	hprc	50387	50387	50387	50135	11345	11159
HG02027	EAS	KHV	2	frozen_threeway_SNV	SNV	linear	50387	50387	50387	50231	11345	11213
HG02027	EAS	KHV	2	frozen_threeway_SNV	SNV	old_full	50387	50387	50387	50256	11345	11243
HG02027	EAS	KHV	2	frozen_threeway_SNV	SNV	old_hprc	50387	50387	50387	50136	11345	11160
HG02027	EAS	KHV	2	shared_new_sites	ALL	full	84982	84982	84981	83876	21181	20229
HG02027	EAS	KHV	2	shared_new_sites	ALL	hprc	84982	84982	84977	83390	21181	19906
HG02027	EAS	KHV	2	shared_new_sites	ALL	old_full	84982	70118	70118	69181	21181	17380
HG02027	EAS	KHV	2	shared_new_sites	ALL	old_hprc	84982	84770	84765	83189	21181	19887
HG02027	EAS	KHV	2	shared_new_sites	SNV	full	70101	70101	70101	69522	15514	15032
HG02027	EAS	KHV	2	shared_new_sites	SNV	hprc	70101	70101	70101	69240	15514	14861
HG02027	EAS	KHV	2	shared_new_sites	SNV	old_full	70101	57735	57735	57222	15514	12899
HG02027	EAS	KHV	2	shared_new_sites	SNV	old_hprc	70101	69945	69945	69085	15514	14847
HG02027	EAS	KHV	2	shared_new_sites	SV_length_site	full	287	287	287	243	171	127
HG02027	EAS	KHV	2	shared_new_sites	SV_length_site	hprc	287	287	287	235	171	120
HG02027	EAS	KHV	2	shared_new_sites	SV_length_site	old_full	287	234	234	207	171	111
HG02027	EAS	KHV	2	shared_new_sites	SV_length_site	old_hprc	287	282	282	232	171	119
HG02027	EAS	KHV	2	shared_new_sites	small_complex	full	14594	14594	14593	14111	5496	5070
HG02027	EAS	KHV	2	shared_new_sites	small_complex	hprc	14594	14594	14589	13915	5496	4925
HG02027	EAS	KHV	2	shared_new_sites	small_complex	old_full	14594	12149	12149	11752	5496	4370
HG02027	EAS	KHV	2	shared_new_sites	small_complex	old_hprc	14594	14543	14538	13872	5496	4921
HG02027	EAS	KHV	2	shared_new_sites	truth_SV_length	full	76	76	76	55	76	55
HG02027	EAS	KHV	2	shared_new_sites	truth_SV_length	hprc	76	76	76	50	76	50
HG02027	EAS	KHV	2	shared_new_sites	truth_SV_length	old_full	76	63	63	51	76	51
HG02027	EAS	KHV	2	shared_new_sites	truth_SV_length	old_hprc	76	75	75	50	76	50
HG04187	SAS	BEB	2	all_truth	ALL	full	97372	96811	96811	96015	20976	20253
HG04187	SAS	BEB	2	all_truth	ALL	hprc	97372	84982	84980	84235	20976	20300
HG04187	SAS	BEB	2	all_truth	ALL	old_full	97372	79578	79578	79108	20976	17914
HG04187	SAS	BEB	2	all_truth	ALL	old_hprc	97372	84770	84768	84026	20976	20284
HG04187	SAS	BEB	2	all_truth	SNV	full	79844	79414	79414	78989	15447	15046
HG04187	SAS	BEB	2	all_truth	SNV	hprc	79844	70101	70101	69704	15447	15078
HG04187	SAS	BEB	2	all_truth	SNV	old_full	79844	65255	65255	65016	15447	13284
HG04187	SAS	BEB	2	all_truth	SNV	old_hprc	79844	69945	69945	69548	15447	15072
HG04187	SAS	BEB	2	all_truth	SV_length_site	full	298	297	297	266	155	126
HG04187	SAS	BEB	2	all_truth	SV_length_site	hprc	298	287	286	255	155	123
HG04187	SAS	BEB	2	all_truth	SV_length_site	old_full	298	243	243	222	155	104
HG04187	SAS	BEB	2	all_truth	SV_length_site	old_hprc	298	282	281	250	155	121
HG04187	SAS	BEB	2	all_truth	small_complex	full	17230	17100	17100	16760	5374	5081
HG04187	SAS	BEB	2	all_truth	small_complex	hprc	17230	14594	14593	14276	5374	5099
HG04187	SAS	BEB	2	all_truth	small_complex	old_full	17230	14080	14080	13870	5374	4526
HG04187	SAS	BEB	2	all_truth	small_complex	old_hprc	17230	14543	14542	14228	5374	5091
HG04187	SAS	BEB	2	all_truth	truth_SV_length	full	73	73	73	61	73	61
HG04187	SAS	BEB	2	all_truth	truth_SV_length	hprc	73	73	72	59	73	59
HG04187	SAS	BEB	2	all_truth	truth_SV_length	old_full	73	61	61	53	73	53
HG04187	SAS	BEB	2	all_truth	truth_SV_length	old_hprc	73	72	71	59	73	59
HG04187	SAS	BEB	2	frozen_HPRC_sites	ALL	full	84770	84770	84770	83977	20901	20232
HG04187	SAS	BEB	2	frozen_HPRC_sites	ALL	hprc	84770	84770	84768	84025	20901	20283
HG04187	SAS	BEB	2	frozen_HPRC_sites	ALL	old_full	84770	70118	70118	69649	20901	17912
HG04187	SAS	BEB	2	frozen_HPRC_sites	ALL	old_hprc	84770	84770	84768	84026	20901	20284
HG04187	SAS	BEB	2	frozen_HPRC_sites	SNV	full	69945	69945	69945	69520	15388	15035
HG04187	SAS	BEB	2	frozen_HPRC_sites	SNV	hprc	69945	69945	69945	69548	15388	15072
HG04187	SAS	BEB	2	frozen_HPRC_sites	SNV	old_full	69945	57735	57735	57497	15388	13282
HG04187	SAS	BEB	2	frozen_HPRC_sites	SNV	old_hprc	69945	69945	69945	69548	15388	15072
HG04187	SAS	BEB	2	frozen_HPRC_sites	SV_length_site	full	282	282	282	252	153	125
HG04187	SAS	BEB	2	frozen_HPRC_sites	SV_length_site	hprc	282	282	281	251	153	122
HG04187	SAS	BEB	2	frozen_HPRC_sites	SV_length_site	old_full	282	234	234	213	153	104
HG04187	SAS	BEB	2	frozen_HPRC_sites	SV_length_site	old_hprc	282	282	281	250	153	121
HG04187	SAS	BEB	2	frozen_HPRC_sites	small_complex	full	14543	14543	14543	14205	5360	5072
HG04187	SAS	BEB	2	frozen_HPRC_sites	small_complex	hprc	14543	14543	14542	14226	5360	5089
HG04187	SAS	BEB	2	frozen_HPRC_sites	small_complex	old_full	14543	12149	12149	11939	5360	4526
HG04187	SAS	BEB	2	frozen_HPRC_sites	small_complex	old_hprc	14543	14543	14542	14228	5360	5091
HG04187	SAS	BEB	2	frozen_HPRC_sites	truth_SV_length	full	72	72	72	61	72	61
HG04187	SAS	BEB	2	frozen_HPRC_sites	truth_SV_length	hprc	72	72	71	59	72	59
HG04187	SAS	BEB	2	frozen_HPRC_sites	truth_SV_length	old_full	72	61	61	53	72	53
HG04187	SAS	BEB	2	frozen_HPRC_sites	truth_SV_length	old_hprc	72	72	71	59	72	59
HG04187	SAS	BEB	2	frozen_threeway_SNV	ALL	full	50387	50387	50387	50331	11358	11308
HG04187	SAS	BEB	2	frozen_threeway_SNV	ALL	hprc	50387	50387	50387	50317	11358	11295
HG04187	SAS	BEB	2	frozen_threeway_SNV	ALL	linear	50387	50387	50387	50214	11358	11244
HG04187	SAS	BEB	2	frozen_threeway_SNV	ALL	old_full	50387	50387	50387	50309	11358	11290
HG04187	SAS	BEB	2	frozen_threeway_SNV	ALL	old_hprc	50387	50387	50387	50317	11358	11295
HG04187	SAS	BEB	2	frozen_threeway_SNV	SNV	full	50387	50387	50387	50331	11358	11308
HG04187	SAS	BEB	2	frozen_threeway_SNV	SNV	hprc	50387	50387	50387	50317	11358	11295
HG04187	SAS	BEB	2	frozen_threeway_SNV	SNV	linear	50387	50387	50387	50214	11358	11244
HG04187	SAS	BEB	2	frozen_threeway_SNV	SNV	old_full	50387	50387	50387	50309	11358	11290
HG04187	SAS	BEB	2	frozen_threeway_SNV	SNV	old_hprc	50387	50387	50387	50317	11358	11295
HG04187	SAS	BEB	2	shared_new_sites	ALL	full	84982	84982	84982	84186	20920	20248
HG04187	SAS	BEB	2	shared_new_sites	ALL	hprc	84982	84982	84980	84235	20920	20300
HG04187	SAS	BEB	2	shared_new_sites	ALL	old_full	84982	70118	70118	69649	20920	17912
HG04187	SAS	BEB	2	shared_new_sites	ALL	old_hprc	84982	84770	84768	84026	20920	20284
HG04187	SAS	BEB	2	shared_new_sites	SNV	full	70101	70101	70101	69676	15394	15041
HG04187	SAS	BEB	2	shared_new_sites	SNV	hprc	70101	70101	70101	69704	15394	15078
HG04187	SAS	BEB	2	shared_new_sites	SNV	old_full	70101	57735	57735	57497	15394	13282
HG04187	SAS	BEB	2	shared_new_sites	SNV	old_hprc	70101	69945	69945	69548	15394	15072
HG04187	SAS	BEB	2	shared_new_sites	SV_length_site	full	287	287	287	256	155	126
HG04187	SAS	BEB	2	shared_new_sites	SV_length_site	hprc	287	287	286	255	155	123
HG04187	SAS	BEB	2	shared_new_sites	SV_length_site	old_full	287	234	234	213	155	104
HG04187	SAS	BEB	2	shared_new_sites	SV_length_site	old_hprc	287	282	281	250	155	121
HG04187	SAS	BEB	2	shared_new_sites	small_complex	full	14594	14594	14594	14254	5371	5081
HG04187	SAS	BEB	2	shared_new_sites	small_complex	hprc	14594	14594	14593	14276	5371	5099
HG04187	SAS	BEB	2	shared_new_sites	small_complex	old_full	14594	12149	12149	11939	5371	4526
HG04187	SAS	BEB	2	shared_new_sites	small_complex	old_hprc	14594	14543	14542	14228	5371	5091
HG04187	SAS	BEB	2	shared_new_sites	truth_SV_length	full	73	73	73	61	73	61
HG04187	SAS	BEB	2	shared_new_sites	truth_SV_length	hprc	73	73	72	59	73	59
HG04187	SAS	BEB	2	shared_new_sites	truth_SV_length	old_full	73	61	61	53	73	53
HG04187	SAS	BEB	2	shared_new_sites	truth_SV_length	old_hprc	73	72	71	59	73	59
NA21144	SAS	GIH	2	all_truth	ALL	full	97372	96811	96809	96328	25127	24659
NA21144	SAS	GIH	2	all_truth	ALL	hprc	97372	84982	84977	84138	25127	24286
NA21144	SAS	GIH	2	all_truth	ALL	old_full	97372	79578	79576	79196	25127	21151
NA21144	SAS	GIH	2	all_truth	ALL	old_hprc	97372	84770	84765	83938	25127	24268
NA21144	SAS	GIH	2	all_truth	SNV	full	79844	79414	79414	79197	18601	18377
NA21144	SAS	GIH	2	all_truth	SNV	hprc	79844	70101	70100	69702	18601	18184
NA21144	SAS	GIH	2	all_truth	SNV	old_full	79844	65255	65255	65080	18601	15739
NA21144	SAS	GIH	2	all_truth	SNV	old_hprc	79844	69945	69944	69547	18601	18173
NA21144	SAS	GIH	2	all_truth	SV_length_site	full	298	297	296	267	167	137
NA21144	SAS	GIH	2	all_truth	SV_length_site	hprc	298	287	285	248	167	130
NA21144	SAS	GIH	2	all_truth	SV_length_site	old_full	298	243	242	225	167	115
NA21144	SAS	GIH	2	all_truth	SV_length_site	old_hprc	298	282	280	246	167	130
NA21144	SAS	GIH	2	all_truth	small_complex	full	17230	17100	17099	16864	6359	6145
NA21144	SAS	GIH	2	all_truth	small_complex	hprc	17230	14594	14592	14188	6359	5972
NA21144	SAS	GIH	2	all_truth	small_complex	old_full	17230	14080	14079	13891	6359	5297
NA21144	SAS	GIH	2	all_truth	small_complex	old_hprc	17230	14543	14541	14145	6359	5965
NA21144	SAS	GIH	2	all_truth	truth_SV_length	full	94	94	93	74	94	74
NA21144	SAS	GIH	2	all_truth	truth_SV_length	hprc	94	94	92	72	94	72
NA21144	SAS	GIH	2	all_truth	truth_SV_length	old_full	94	79	78	67	94	67
NA21144	SAS	GIH	2	all_truth	truth_SV_length	old_hprc	94	93	91	72	94	72
NA21144	SAS	GIH	2	frozen_HPRC_sites	ALL	full	84770	84770	84768	84293	25031	24624
NA21144	SAS	GIH	2	frozen_HPRC_sites	ALL	hprc	84770	84770	84765	83929	25031	24263
NA21144	SAS	GIH	2	frozen_HPRC_sites	ALL	old_full	84770	70118	70116	69739	25031	21143
NA21144	SAS	GIH	2	frozen_HPRC_sites	ALL	old_hprc	84770	84770	84765	83938	25031	24268
NA21144	SAS	GIH	2	frozen_HPRC_sites	SNV	full	69945	69945	69945	69729	18529	18355
NA21144	SAS	GIH	2	frozen_HPRC_sites	SNV	hprc	69945	69945	69944	69546	18529	18174
NA21144	SAS	GIH	2	frozen_HPRC_sites	SNV	old_full	69945	57735	57735	57562	18529	15732
NA21144	SAS	GIH	2	frozen_HPRC_sites	SNV	old_hprc	69945	69945	69944	69547	18529	18173
NA21144	SAS	GIH	2	frozen_HPRC_sites	SV_length_site	full	282	282	281	253	164	135
NA21144	SAS	GIH	2	frozen_HPRC_sites	SV_length_site	hprc	282	282	280	245	164	129
NA21144	SAS	GIH	2	frozen_HPRC_sites	SV_length_site	old_full	282	234	233	216	164	115
NA21144	SAS	GIH	2	frozen_HPRC_sites	SV_length_site	old_hprc	282	282	280	246	164	130
NA21144	SAS	GIH	2	frozen_HPRC_sites	small_complex	full	14543	14543	14542	14311	6338	6134
NA21144	SAS	GIH	2	frozen_HPRC_sites	small_complex	hprc	14543	14543	14541	14138	6338	5960
NA21144	SAS	GIH	2	frozen_HPRC_sites	small_complex	old_full	14543	12149	12148	11961	6338	5296
NA21144	SAS	GIH	2	frozen_HPRC_sites	small_complex	old_hprc	14543	14543	14541	14145	6338	5965
NA21144	SAS	GIH	2	frozen_HPRC_sites	truth_SV_length	full	93	93	92	74	93	74
NA21144	SAS	GIH	2	frozen_HPRC_sites	truth_SV_length	hprc	93	93	91	72	93	72
NA21144	SAS	GIH	2	frozen_HPRC_sites	truth_SV_length	old_full	93	79	78	67	93	67
NA21144	SAS	GIH	2	frozen_HPRC_sites	truth_SV_length	old_hprc	93	93	91	72	93	72
NA21144	SAS	GIH	2	frozen_threeway_SNV	ALL	full	50387	50387	50387	50333	12982	12934
NA21144	SAS	GIH	2	frozen_threeway_SNV	ALL	hprc	50387	50387	50387	50273	12982	12873
NA21144	SAS	GIH	2	frozen_threeway_SNV	ALL	linear	50387	50387	50387	50119	12982	12755
NA21144	SAS	GIH	2	frozen_threeway_SNV	ALL	old_full	50387	50387	50387	50337	12982	12938
NA21144	SAS	GIH	2	frozen_threeway_SNV	ALL	old_hprc	50387	50387	50387	50273	12982	12873
NA21144	SAS	GIH	2	frozen_threeway_SNV	SNV	full	50387	50387	50387	50333	12982	12934
NA21144	SAS	GIH	2	frozen_threeway_SNV	SNV	hprc	50387	50387	50387	50273	12982	12873
NA21144	SAS	GIH	2	frozen_threeway_SNV	SNV	linear	50387	50387	50387	50119	12982	12755
NA21144	SAS	GIH	2	frozen_threeway_SNV	SNV	old_full	50387	50387	50387	50337	12982	12938
NA21144	SAS	GIH	2	frozen_threeway_SNV	SNV	old_hprc	50387	50387	50387	50273	12982	12873
NA21144	SAS	GIH	2	shared_new_sites	ALL	full	84982	84982	84980	84501	25057	24646
NA21144	SAS	GIH	2	shared_new_sites	ALL	hprc	84982	84982	84977	84138	25057	24286
NA21144	SAS	GIH	2	shared_new_sites	ALL	old_full	84982	70118	70116	69739	25057	21143
NA21144	SAS	GIH	2	shared_new_sites	ALL	old_hprc	84982	84770	84765	83938	25057	24268
NA21144	SAS	GIH	2	shared_new_sites	SNV	full	70101	70101	70101	69885	18539	18365
NA21144	SAS	GIH	2	shared_new_sites	SNV	hprc	70101	70101	70100	69702	18539	18184
NA21144	SAS	GIH	2	shared_new_sites	SNV	old_full	70101	57735	57735	57562	18539	15732
NA21144	SAS	GIH	2	shared_new_sites	SNV	old_hprc	70101	69945	69944	69547	18539	18173
NA21144	SAS	GIH	2	shared_new_sites	SV_length_site	full	287	287	286	257	167	137
NA21144	SAS	GIH	2	shared_new_sites	SV_length_site	hprc	287	287	285	248	167	130
NA21144	SAS	GIH	2	shared_new_sites	SV_length_site	old_full	287	234	233	216	167	115
NA21144	SAS	GIH	2	shared_new_sites	SV_length_site	old_hprc	287	282	280	246	167	130
NA21144	SAS	GIH	2	shared_new_sites	small_complex	full	14594	14594	14593	14359	6351	6144
NA21144	SAS	GIH	2	shared_new_sites	small_complex	hprc	14594	14594	14592	14188	6351	5972
NA21144	SAS	GIH	2	shared_new_sites	small_complex	old_full	14594	12149	12148	11961	6351	5296
NA21144	SAS	GIH	2	shared_new_sites	small_complex	old_hprc	14594	14543	14541	14145	6351	5965
NA21144	SAS	GIH	2	shared_new_sites	truth_SV_length	full	94	94	93	74	94	74
NA21144	SAS	GIH	2	shared_new_sites	truth_SV_length	hprc	94	94	92	72	94	72
NA21144	SAS	GIH	2	shared_new_sites	truth_SV_length	old_full	94	79	78	67	94	67
NA21144	SAS	GIH	2	shared_new_sites	truth_SV_length	old_hprc	94	93	91	72	94	72
HG02602	SAS	PJL	2	all_truth	ALL	full	97372	96811	96810	95685	23137	21995
HG02602	SAS	PJL	2	all_truth	ALL	hprc	97372	84982	84978	84061	23137	22213
HG02602	SAS	PJL	2	all_truth	ALL	old_full	97372	79578	79576	78575	23137	18862
HG02602	SAS	PJL	2	all_truth	ALL	old_hprc	97372	84770	84765	83856	23137	22190
HG02602	SAS	PJL	2	all_truth	SNV	full	79844	79414	79414	78835	17016	16404
HG02602	SAS	PJL	2	all_truth	SNV	hprc	79844	70101	70101	69651	17016	16539
HG02602	SAS	PJL	2	all_truth	SNV	old_full	79844	65255	65254	64716	17016	14058
HG02602	SAS	PJL	2	all_truth	SNV	old_hprc	79844	69945	69945	69498	17016	16530
HG02602	SAS	PJL	2	all_truth	SV_length_site	full	298	297	296	262	161	126
HG02602	SAS	PJL	2	all_truth	SV_length_site	hprc	298	287	287	243	161	117
HG02602	SAS	PJL	2	all_truth	SV_length_site	old_full	298	243	242	216	161	102
HG02602	SAS	PJL	2	all_truth	SV_length_site	old_hprc	298	282	282	241	161	117
HG02602	SAS	PJL	2	all_truth	small_complex	full	17230	17100	17100	16588	5960	5465
HG02602	SAS	PJL	2	all_truth	small_complex	hprc	17230	14594	14590	14167	5960	5557
HG02602	SAS	PJL	2	all_truth	small_complex	old_full	17230	14080	14080	13643	5960	4702
HG02602	SAS	PJL	2	all_truth	small_complex	old_hprc	17230	14543	14538	14117	5960	5543
HG02602	SAS	PJL	2	all_truth	truth_SV_length	full	76	76	75	57	76	57
HG02602	SAS	PJL	2	all_truth	truth_SV_length	hprc	76	76	76	54	76	54
HG02602	SAS	PJL	2	all_truth	truth_SV_length	old_full	76	65	64	50	76	50
HG02602	SAS	PJL	2	all_truth	truth_SV_length	old_hprc	76	75	75	55	76	55
HG02602	SAS	PJL	2	frozen_HPRC_sites	ALL	full	84770	84770	84769	83655	23017	21953
HG02602	SAS	PJL	2	frozen_HPRC_sites	ALL	hprc	84770	84770	84766	83853	23017	22190
HG02602	SAS	PJL	2	frozen_HPRC_sites	ALL	old_full	84770	70118	70116	69120	23017	18845
HG02602	SAS	PJL	2	frozen_HPRC_sites	ALL	old_hprc	84770	84770	84765	83856	23017	22190
HG02602	SAS	PJL	2	frozen_HPRC_sites	SNV	full	69945	69945	69945	69369	16920	16372
HG02602	SAS	PJL	2	frozen_HPRC_sites	SNV	hprc	69945	69945	69945	69495	16920	16527
HG02602	SAS	PJL	2	frozen_HPRC_sites	SNV	old_full	69945	57735	57734	57198	16920	14041
HG02602	SAS	PJL	2	frozen_HPRC_sites	SNV	old_hprc	69945	69945	69945	69498	16920	16530
HG02602	SAS	PJL	2	frozen_HPRC_sites	SV_length_site	full	282	282	281	249	158	125
HG02602	SAS	PJL	2	frozen_HPRC_sites	SV_length_site	hprc	282	282	282	240	158	116
HG02602	SAS	PJL	2	frozen_HPRC_sites	SV_length_site	old_full	282	234	233	207	158	102
HG02602	SAS	PJL	2	frozen_HPRC_sites	SV_length_site	old_hprc	282	282	282	241	158	117
HG02602	SAS	PJL	2	frozen_HPRC_sites	small_complex	full	14543	14543	14543	14037	5939	5456
HG02602	SAS	PJL	2	frozen_HPRC_sites	small_complex	hprc	14543	14543	14539	14118	5939	5547
HG02602	SAS	PJL	2	frozen_HPRC_sites	small_complex	old_full	14543	12149	12149	11715	5939	4702
HG02602	SAS	PJL	2	frozen_HPRC_sites	small_complex	old_hprc	14543	14543	14538	14117	5939	5543
HG02602	SAS	PJL	2	frozen_HPRC_sites	truth_SV_length	full	75	75	74	57	75	57
HG02602	SAS	PJL	2	frozen_HPRC_sites	truth_SV_length	hprc	75	75	75	54	75	54
HG02602	SAS	PJL	2	frozen_HPRC_sites	truth_SV_length	old_full	75	65	64	50	75	50
HG02602	SAS	PJL	2	frozen_HPRC_sites	truth_SV_length	old_hprc	75	75	75	55	75	55
HG02602	SAS	PJL	2	frozen_threeway_SNV	ALL	full	50387	50387	50387	50201	12042	11877
HG02602	SAS	PJL	2	frozen_threeway_SNV	ALL	hprc	50387	50387	50387	50241	12042	11908
HG02602	SAS	PJL	2	frozen_threeway_SNV	ALL	linear	50387	50387	50387	50159	12042	11840
HG02602	SAS	PJL	2	frozen_threeway_SNV	ALL	old_full	50387	50387	50386	50196	12042	11872
HG02602	SAS	PJL	2	frozen_threeway_SNV	ALL	old_hprc	50387	50387	50387	50242	12042	11909
HG02602	SAS	PJL	2	frozen_threeway_SNV	SNV	full	50387	50387	50387	50201	12042	11877
HG02602	SAS	PJL	2	frozen_threeway_SNV	SNV	hprc	50387	50387	50387	50241	12042	11908
HG02602	SAS	PJL	2	frozen_threeway_SNV	SNV	linear	50387	50387	50387	50159	12042	11840
HG02602	SAS	PJL	2	frozen_threeway_SNV	SNV	old_full	50387	50387	50386	50196	12042	11872
HG02602	SAS	PJL	2	frozen_threeway_SNV	SNV	old_hprc	50387	50387	50387	50242	12042	11909
HG02602	SAS	PJL	2	shared_new_sites	ALL	full	84982	84982	84981	83862	23044	21975
HG02602	SAS	PJL	2	shared_new_sites	ALL	hprc	84982	84982	84978	84061	23044	22213
HG02602	SAS	PJL	2	shared_new_sites	ALL	old_full	84982	70118	70116	69120	23044	18845
HG02602	SAS	PJL	2	shared_new_sites	ALL	old_hprc	84982	84770	84765	83856	23044	22190
HG02602	SAS	PJL	2	shared_new_sites	SNV	full	70101	70101	70101	69525	16932	16384
HG02602	SAS	PJL	2	shared_new_sites	SNV	hprc	70101	70101	70101	69651	16932	16539
HG02602	SAS	PJL	2	shared_new_sites	SNV	old_full	70101	57735	57734	57198	16932	14041
HG02602	SAS	PJL	2	shared_new_sites	SNV	old_hprc	70101	69945	69945	69498	16932	16530
HG02602	SAS	PJL	2	shared_new_sites	SV_length_site	full	287	287	286	252	161	126
HG02602	SAS	PJL	2	shared_new_sites	SV_length_site	hprc	287	287	287	243	161	117
HG02602	SAS	PJL	2	shared_new_sites	SV_length_site	old_full	287	234	233	207	161	102
HG02602	SAS	PJL	2	shared_new_sites	SV_length_site	old_hprc	287	282	282	241	161	117
HG02602	SAS	PJL	2	shared_new_sites	small_complex	full	14594	14594	14594	14085	5951	5465
HG02602	SAS	PJL	2	shared_new_sites	small_complex	hprc	14594	14594	14590	14167	5951	5557
HG02602	SAS	PJL	2	shared_new_sites	small_complex	old_full	14594	12149	12149	11715	5951	4702
HG02602	SAS	PJL	2	shared_new_sites	small_complex	old_hprc	14594	14543	14538	14117	5951	5543
HG02602	SAS	PJL	2	shared_new_sites	truth_SV_length	full	76	76	75	57	76	57
HG02602	SAS	PJL	2	shared_new_sites	truth_SV_length	hprc	76	76	76	54	76	54
HG02602	SAS	PJL	2	shared_new_sites	truth_SV_length	old_full	76	65	64	50	76	50
HG02602	SAS	PJL	2	shared_new_sites	truth_SV_length	old_hprc	76	75	75	55	76	55
HG04115	SAS	STU	2	all_truth	ALL	full	97372	96811	96806	96052	24002	23239
HG04115	SAS	STU	2	all_truth	ALL	hprc	97372	84982	84975	84212	24002	23207
HG04115	SAS	STU	2	all_truth	ALL	old_full	97372	79578	79574	79036	24002	20456
HG04115	SAS	STU	2	all_truth	ALL	old_hprc	97372	84770	84763	84007	24002	23183
HG04115	SAS	STU	2	all_truth	SNV	full	79844	79414	79414	79072	17683	17305
HG04115	SAS	STU	2	all_truth	SNV	hprc	79844	70101	70101	69759	17683	17291
HG04115	SAS	STU	2	all_truth	SNV	old_full	79844	65255	65255	65013	17683	15224
HG04115	SAS	STU	2	all_truth	SNV	old_hprc	79844	69945	69945	69603	17683	17278
HG04115	SAS	STU	2	all_truth	SV_length_site	full	298	297	295	262	168	133
HG04115	SAS	STU	2	all_truth	SV_length_site	hprc	298	287	287	246	168	127
HG04115	SAS	STU	2	all_truth	SV_length_site	old_full	298	243	241	221	168	113
HG04115	SAS	STU	2	all_truth	SV_length_site	old_hprc	298	282	282	242	168	125
HG04115	SAS	STU	2	all_truth	small_complex	full	17230	17100	17097	16718	6151	5801
HG04115	SAS	STU	2	all_truth	small_complex	hprc	17230	14594	14587	14207	6151	5789
