donor	stratum	population	fold	universe	variant_class	arm	n	site_present	called	correct	nonref_n	nonref_correct
NA18608	EAS	CHB	1	frozen_threeway_SNV	ALL	full	50466	50466	50466	50345	10139	10042
NA18608	EAS	CHB	1	frozen_threeway_SNV	ALL	hprc	50466	50466	50466	50360	10139	10055
NA18608	EAS	CHB	1	frozen_threeway_SNV	ALL	linear	50466	50466	50466	50304	10139	10040
NA18608	EAS	CHB	1	frozen_threeway_SNV	ALL	old_full	50466	50466	50466	50360	10139	10046
NA18608	EAS	CHB	1	frozen_threeway_SNV	ALL	old_hprc	50466	50466	50466	50366	10139	10057
NA18608	EAS	CHB	1	frozen_threeway_SNV	SNV	full	50466	50466	50466	50345	10139	10042
NA18608	EAS	CHB	1	frozen_threeway_SNV	SNV	hprc	50466	50466	50466	50360	10139	10055
NA18608	EAS	CHB	1	frozen_threeway_SNV	SNV	linear	50466	50466	50466	50304	10139	10040
NA18608	EAS	CHB	1	frozen_threeway_SNV	SNV	old_full	50466	50466	50466	50360	10139	10046
NA18608	EAS	CHB	1	frozen_threeway_SNV	SNV	old_hprc	50466	50466	50466	50366	10139	10057
NA18608	EAS	CHB	1	shared_new_sites	ALL	full	85022	85022	85022	84411	19022	18553
NA18608	EAS	CHB	1	shared_new_sites	ALL	hprc	85022	85022	85022	84441	19022	18568
NA18608	EAS	CHB	1	shared_new_sites	ALL	old_full	85022	70148	70148	69752	19022	15322
NA18608	EAS	CHB	1	shared_new_sites	ALL	old_hprc	85022	84809	84809	84281	19022	18551
NA18608	EAS	CHB	1	shared_new_sites	SNV	full	70134	70134	70134	69886	13942	13781
NA18608	EAS	CHB	1	shared_new_sites	SNV	hprc	70134	70134	70134	69918	13942	13811
NA18608	EAS	CHB	1	shared_new_sites	SNV	old_full	70134	57756	57756	57621	13942	11343
NA18608	EAS	CHB	1	shared_new_sites	SNV	old_hprc	70134	69977	69977	69799	13942	13798
NA18608	EAS	CHB	1	shared_new_sites	SV_length_site	full	288	288	288	240	162	116
NA18608	EAS	CHB	1	shared_new_sites	SV_length_site	hprc	288	288	288	232	162	108
NA18608	EAS	CHB	1	shared_new_sites	SV_length_site	old_full	288	235	235	201	162	95
NA18608	EAS	CHB	1	shared_new_sites	SV_length_site	old_hprc	288	283	283	229	162	107
NA18608	EAS	CHB	1	shared_new_sites	small_complex	full	14600	14600	14600	14285	4918	4656
NA18608	EAS	CHB	1	shared_new_sites	small_complex	hprc	14600	14600	14600	14291	4918	4649
NA18608	EAS	CHB	1	shared_new_sites	small_complex	old_full	14600	12157	12157	11930	4918	3884
NA18608	EAS	CHB	1	shared_new_sites	small_complex	old_hprc	14600	14549	14549	14253	4918	4646
NA18608	EAS	CHB	1	shared_new_sites	truth_SV_length	full	66	66	66	48	66	48
NA18608	EAS	CHB	1	shared_new_sites	truth_SV_length	hprc	66	66	66	46	66	46
NA18608	EAS	CHB	1	shared_new_sites	truth_SV_length	old_full	66	54	54	40	66	40
NA18608	EAS	CHB	1	shared_new_sites	truth_SV_length	old_hprc	66	65	65	46	66	46
HG00658	EAS	CHS	1	all_truth	ALL	full	97372	96737	96731	95645	20759	19748
HG00658	EAS	CHS	1	all_truth	ALL	hprc	97372	85022	85019	84107	20759	19829
HG00658	EAS	CHS	1	all_truth	ALL	old_full	97372	79505	79501	78609	20759	17055
HG00658	EAS	CHS	1	all_truth	ALL	old_hprc	97372	84809	84806	83898	20759	19804
HG00658	EAS	CHS	1	all_truth	SNV	full	79844	79344	79344	78819	15276	14780
HG00658	EAS	CHS	1	all_truth	SNV	hprc	79844	70134	70134	69698	15276	14793
HG00658	EAS	CHS	1	all_truth	SNV	old_full	79844	65182	65182	64759	15276	12747
HG00658	EAS	CHS	1	all_truth	SNV	old_hprc	79844	69977	69977	69541	15276	14779
HG00658	EAS	CHS	1	all_truth	SV_length_site	full	298	297	297	254	163	121
HG00658	EAS	CHS	1	all_truth	SV_length_site	hprc	298	288	286	237	163	113
HG00658	EAS	CHS	1	all_truth	SV_length_site	old_full	298	243	242	207	163	96
HG00658	EAS	CHS	1	all_truth	SV_length_site	old_hprc	298	283	281	234	163	112
HG00658	EAS	CHS	1	all_truth	small_complex	full	17230	17096	17090	16572	5320	4847
HG00658	EAS	CHS	1	all_truth	small_complex	hprc	17230	14600	14599	14172	5320	4923
HG00658	EAS	CHS	1	all_truth	small_complex	old_full	17230	14080	14077	13643	5320	4212
HG00658	EAS	CHS	1	all_truth	small_complex	old_hprc	17230	14549	14548	14123	5320	4913
HG00658	EAS	CHS	1	all_truth	truth_SV_length	full	78	78	78	54	78	54
HG00658	EAS	CHS	1	all_truth	truth_SV_length	hprc	78	78	76	48	78	48
HG00658	EAS	CHS	1	all_truth	truth_SV_length	old_full	78	64	63	41	78	41
HG00658	EAS	CHS	1	all_truth	truth_SV_length	old_hprc	78	77	75	48	78	48
HG00658	EAS	CHS	1	frozen_HPRC_sites	ALL	full	84809	84809	84803	83728	20623	19717
HG00658	EAS	CHS	1	frozen_HPRC_sites	ALL	hprc	84809	84809	84806	83899	20623	19805
HG00658	EAS	CHS	1	frozen_HPRC_sites	ALL	old_full	84809	70148	70144	69256	20623	17050
HG00658	EAS	CHS	1	frozen_HPRC_sites	ALL	old_hprc	84809	84809	84806	83898	20623	19804
HG00658	EAS	CHS	1	frozen_HPRC_sites	SNV	full	69977	69977	69977	69456	15161	14758
HG00658	EAS	CHS	1	frozen_HPRC_sites	SNV	hprc	69977	69977	69977	69541	15161	14779
HG00658	EAS	CHS	1	frozen_HPRC_sites	SNV	old_full	69977	57756	57756	57336	15161	12742
HG00658	EAS	CHS	1	frozen_HPRC_sites	SNV	old_hprc	69977	69977	69977	69541	15161	14779
HG00658	EAS	CHS	1	frozen_HPRC_sites	SV_length_site	full	283	283	283	242	160	120
HG00658	EAS	CHS	1	frozen_HPRC_sites	SV_length_site	hprc	283	283	281	234	160	112
HG00658	EAS	CHS	1	frozen_HPRC_sites	SV_length_site	old_full	283	235	234	199	160	96
HG00658	EAS	CHS	1	frozen_HPRC_sites	SV_length_site	old_hprc	283	283	281	234	160	112
HG00658	EAS	CHS	1	frozen_HPRC_sites	small_complex	full	14549	14549	14543	14030	5302	4839
HG00658	EAS	CHS	1	frozen_HPRC_sites	small_complex	hprc	14549	14549	14548	14124	5302	4914
HG00658	EAS	CHS	1	frozen_HPRC_sites	small_complex	old_full	14549	12157	12154	11721	5302	4212
HG00658	EAS	CHS	1	frozen_HPRC_sites	small_complex	old_hprc	14549	14549	14548	14123	5302	4913
HG00658	EAS	CHS	1	frozen_HPRC_sites	truth_SV_length	full	77	77	77	54	77	54
HG00658	EAS	CHS	1	frozen_HPRC_sites	truth_SV_length	hprc	77	77	75	48	77	48
HG00658	EAS	CHS	1	frozen_HPRC_sites	truth_SV_length	old_full	77	64	63	41	77	41
HG00658	EAS	CHS	1	frozen_HPRC_sites	truth_SV_length	old_hprc	77	77	75	48	77	48
HG00658	EAS	CHS	1	frozen_threeway_SNV	ALL	full	50466	50466	50466	50348	11347	11249
HG00658	EAS	CHS	1	frozen_threeway_SNV	ALL	hprc	50466	50466	50466	50338	11347	11244
HG00658	EAS	CHS	1	frozen_threeway_SNV	ALL	linear	50466	50466	50466	50344	11347	11239
HG00658	EAS	CHS	1	frozen_threeway_SNV	ALL	old_full	50466	50466	50466	50335	11347	11236
HG00658	EAS	CHS	1	frozen_threeway_SNV	ALL	old_hprc	50466	50466	50466	50338	11347	11244
HG00658	EAS	CHS	1	frozen_threeway_SNV	SNV	full	50466	50466	50466	50348	11347	11249
HG00658	EAS	CHS	1	frozen_threeway_SNV	SNV	hprc	50466	50466	50466	50338	11347	11244
HG00658	EAS	CHS	1	frozen_threeway_SNV	SNV	linear	50466	50466	50466	50344	11347	11239
HG00658	EAS	CHS	1	frozen_threeway_SNV	SNV	old_full	50466	50466	50466	50335	11347	11236
HG00658	EAS	CHS	1	frozen_threeway_SNV	SNV	old_hprc	50466	50466	50466	50338	11347	11244
HG00658	EAS	CHS	1	shared_new_sites	ALL	full	85022	85022	85016	83935	20652	19740
HG00658	EAS	CHS	1	shared_new_sites	ALL	hprc	85022	85022	85019	84107	20652	19829
HG00658	EAS	CHS	1	shared_new_sites	ALL	old_full	85022	70148	70144	69256	20652	17050
HG00658	EAS	CHS	1	shared_new_sites	ALL	old_hprc	85022	84809	84806	83898	20652	19804
HG00658	EAS	CHS	1	shared_new_sites	SNV	full	70134	70134	70134	69613	15175	14772
HG00658	EAS	CHS	1	shared_new_sites	SNV	hprc	70134	70134	70134	69698	15175	14793
HG00658	EAS	CHS	1	shared_new_sites	SNV	old_full	70134	57756	57756	57336	15175	12742
HG00658	EAS	CHS	1	shared_new_sites	SNV	old_hprc	70134	69977	69977	69541	15175	14779
HG00658	EAS	CHS	1	shared_new_sites	SV_length_site	full	288	288	288	245	163	121
HG00658	EAS	CHS	1	shared_new_sites	SV_length_site	hprc	288	288	286	237	163	113
HG00658	EAS	CHS	1	shared_new_sites	SV_length_site	old_full	288	235	234	199	163	96
HG00658	EAS	CHS	1	shared_new_sites	SV_length_site	old_hprc	288	283	281	234	163	112
HG00658	EAS	CHS	1	shared_new_sites	small_complex	full	14600	14600	14594	14077	5314	4847
HG00658	EAS	CHS	1	shared_new_sites	small_complex	hprc	14600	14600	14599	14172	5314	4923
HG00658	EAS	CHS	1	shared_new_sites	small_complex	old_full	14600	12157	12154	11721	5314	4212
HG00658	EAS	CHS	1	shared_new_sites	small_complex	old_hprc	14600	14549	14548	14123	5314	4913
HG00658	EAS	CHS	1	shared_new_sites	truth_SV_length	full	78	78	78	54	78	54
HG00658	EAS	CHS	1	shared_new_sites	truth_SV_length	hprc	78	78	76	48	78	48
HG00658	EAS	CHS	1	shared_new_sites	truth_SV_length	old_full	78	64	63	41	78	41
HG00658	EAS	CHS	1	shared_new_sites	truth_SV_length	old_hprc	78	77	75	48	78	48
HG02132	EAS	KHV	1	all_truth	ALL	full	97372	96737	96735	96061	24223	23561
HG02132	EAS	KHV	1	all_truth	ALL	hprc	97372	85022	85016	84032	24223	23313
HG02132	EAS	KHV	1	all_truth	ALL	old_full	97372	79505	79498	78973	24223	20058
HG02132	EAS	KHV	1	all_truth	ALL	old_hprc	97372	84809	84803	83829	24223	23264
HG02132	EAS	KHV	1	all_truth	SNV	full	79844	79344	79344	79013	17997	17655
HG02132	EAS	KHV	1	all_truth	SNV	hprc	79844	70134	70131	69605	17997	17519
HG02132	EAS	KHV	1	all_truth	SNV	old_full	79844	65182	65182	64919	17997	14971
HG02132	EAS	KHV	1	all_truth	SNV	old_hprc	79844	69977	69974	69452	17997	17488
HG02132	EAS	KHV	1	all_truth	SV_length_site	full	298	297	295	265	169	137
HG02132	EAS	KHV	1	all_truth	SV_length_site	hprc	298	288	288	250	169	131
HG02132	EAS	KHV	1	all_truth	SV_length_site	old_full	298	243	242	221	169	115
HG02132	EAS	KHV	1	all_truth	SV_length_site	old_hprc	298	283	283	247	169	129
HG02132	EAS	KHV	1	all_truth	small_complex	full	17230	17096	17096	16783	6057	5769
HG02132	EAS	KHV	1	all_truth	small_complex	hprc	17230	14600	14597	14177	6057	5663
HG02132	EAS	KHV	1	all_truth	small_complex	old_full	17230	14080	14074	13833	6057	4972
HG02132	EAS	KHV	1	all_truth	small_complex	old_hprc	17230	14549	14546	14130	6057	5647
HG02132	EAS	KHV	1	all_truth	truth_SV_length	full	88	88	87	71	88	71
HG02132	EAS	KHV	1	all_truth	truth_SV_length	hprc	88	88	88	65	88	65
HG02132	EAS	KHV	1	all_truth	truth_SV_length	old_full	88	73	72	63	88	63
HG02132	EAS	KHV	1	all_truth	truth_SV_length	old_hprc	88	86	86	64	88	64
HG02132	EAS	KHV	1	frozen_HPRC_sites	ALL	full	84809	84809	84807	84137	24108	23497
HG02132	EAS	KHV	1	frozen_HPRC_sites	ALL	hprc	84809	84809	84803	83820	24108	23259
HG02132	EAS	KHV	1	frozen_HPRC_sites	ALL	old_full	84809	70148	70141	69619	24108	20050
HG02132	EAS	KHV	1	frozen_HPRC_sites	ALL	old_hprc	84809	84809	84803	83829	24108	23264
HG02132	EAS	KHV	1	frozen_HPRC_sites	SNV	full	69977	69977	69977	69649	17908	17614
HG02132	EAS	KHV	1	frozen_HPRC_sites	SNV	hprc	69977	69977	69974	69448	17908	17487
HG02132	EAS	KHV	1	frozen_HPRC_sites	SNV	old_full	69977	57756	57756	57495	17908	14963
HG02132	EAS	KHV	1	frozen_HPRC_sites	SNV	old_hprc	69977	69977	69974	69452	17908	17488
HG02132	EAS	KHV	1	frozen_HPRC_sites	SV_length_site	full	283	283	281	252	165	134
HG02132	EAS	KHV	1	frozen_HPRC_sites	SV_length_site	hprc	283	283	283	246	165	128
HG02132	EAS	KHV	1	frozen_HPRC_sites	SV_length_site	old_full	283	235	234	213	165	115
HG02132	EAS	KHV	1	frozen_HPRC_sites	SV_length_site	old_hprc	283	283	283	247	165	129
HG02132	EAS	KHV	1	frozen_HPRC_sites	small_complex	full	14549	14549	14549	14236	6035	5749
HG02132	EAS	KHV	1	frozen_HPRC_sites	small_complex	hprc	14549	14549	14546	14126	6035	5644
HG02132	EAS	KHV	1	frozen_HPRC_sites	small_complex	old_full	14549	12157	12151	11911	6035	4972
HG02132	EAS	KHV	1	frozen_HPRC_sites	small_complex	old_hprc	14549	14549	14546	14130	6035	5647
HG02132	EAS	KHV	1	frozen_HPRC_sites	truth_SV_length	full	86	86	85	70	86	70
HG02132	EAS	KHV	1	frozen_HPRC_sites	truth_SV_length	hprc	86	86	86	64	86	64
HG02132	EAS	KHV	1	frozen_HPRC_sites	truth_SV_length	old_full	86	73	72	63	86	63
HG02132	EAS	KHV	1	frozen_HPRC_sites	truth_SV_length	old_hprc	86	86	86	64	86	64
HG02132	EAS	KHV	1	frozen_threeway_SNV	ALL	full	50466	50466	50466	50429	12705	12671
HG02132	EAS	KHV	1	frozen_threeway_SNV	ALL	hprc	50466	50466	50466	50359	12705	12621
HG02132	EAS	KHV	1	frozen_threeway_SNV	ALL	linear	50466	50466	50466	50215	12705	12488
HG02132	EAS	KHV	1	frozen_threeway_SNV	ALL	old_full	50466	50466	50466	50424	12705	12671
HG02132	EAS	KHV	1	frozen_threeway_SNV	ALL	old_hprc	50466	50466	50466	50361	12705	12622
HG02132	EAS	KHV	1	frozen_threeway_SNV	SNV	full	50466	50466	50466	50429	12705	12671
HG02132	EAS	KHV	1	frozen_threeway_SNV	SNV	hprc	50466	50466	50466	50359	12705	12621
HG02132	EAS	KHV	1	frozen_threeway_SNV	SNV	linear	50466	50466	50466	50215	12705	12488
HG02132	EAS	KHV	1	frozen_threeway_SNV	SNV	old_full	50466	50466	50466	50424	12705	12671
HG02132	EAS	KHV	1	frozen_threeway_SNV	SNV	old_hprc	50466	50466	50466	50361	12705	12622
HG02132	EAS	KHV	1	shared_new_sites	ALL	full	85022	85022	85020	84347	24163	23549
HG02132	EAS	KHV	1	shared_new_sites	ALL	hprc	85022	85022	85016	84032	24163	23313
HG02132	EAS	KHV	1	shared_new_sites	ALL	old_full	85022	70148	70141	69619	24163	20050
HG02132	EAS	KHV	1	shared_new_sites	ALL	old_hprc	85022	84809	84803	83829	24163	23264
HG02132	EAS	KHV	1	shared_new_sites	SNV	full	70134	70134	70134	69804	17940	17644
HG02132	EAS	KHV	1	shared_new_sites	SNV	hprc	70134	70134	70131	69605	17940	17519
HG02132	EAS	KHV	1	shared_new_sites	SNV	old_full	70134	57756	57756	57495	17940	14963
HG02132	EAS	KHV	1	shared_new_sites	SNV	old_hprc	70134	69977	69974	69452	17940	17488
HG02132	EAS	KHV	1	shared_new_sites	SV_length_site	full	288	288	286	256	169	137
HG02132	EAS	KHV	1	shared_new_sites	SV_length_site	hprc	288	288	288	250	169	131
HG02132	EAS	KHV	1	shared_new_sites	SV_length_site	old_full	288	235	234	213	169	115
HG02132	EAS	KHV	1	shared_new_sites	SV_length_site	old_hprc	288	283	283	247	169	129
HG02132	EAS	KHV	1	shared_new_sites	small_complex	full	14600	14600	14600	14287	6054	5768
HG02132	EAS	KHV	1	shared_new_sites	small_complex	hprc	14600	14600	14597	14177	6054	5663
HG02132	EAS	KHV	1	shared_new_sites	small_complex	old_full	14600	12157	12151	11911	6054	4972
HG02132	EAS	KHV	1	shared_new_sites	small_complex	old_hprc	14600	14549	14546	14130	6054	5647
HG02132	EAS	KHV	1	shared_new_sites	truth_SV_length	full	88	88	87	71	88	71
HG02132	EAS	KHV	1	shared_new_sites	truth_SV_length	hprc	88	88	88	65	88	65
HG02132	EAS	KHV	1	shared_new_sites	truth_SV_length	old_full	88	73	72	63	88	63
HG02132	EAS	KHV	1	shared_new_sites	truth_SV_length	old_hprc	88	86	86	64	88	64
HG03831	SAS	BEB	1	all_truth	ALL	full	97372	96737	96736	96039	20250	19632
HG03831	SAS	BEB	1	all_truth	ALL	hprc	97372	85022	85019	84344	20250	19525
HG03831	SAS	BEB	1	all_truth	ALL	old_full	97372	79505	79505	79051	20250	16437
HG03831	SAS	BEB	1	all_truth	ALL	old_hprc	97372	84809	84806	84131	20250	19468
HG03831	SAS	BEB	1	all_truth	SNV	full	79844	79344	79344	79008	15139	14839
HG03831	SAS	BEB	1	all_truth	SNV	hprc	79844	70134	70134	69825	15139	14771
HG03831	SAS	BEB	1	all_truth	SNV	old_full	79844	65182	65182	64981	15139	12461
HG03831	SAS	BEB	1	all_truth	SNV	old_hprc	79844	69977	69977	69667	15139	14734
HG03831	SAS	BEB	1	all_truth	SV_length_site	full	298	297	297	262	165	132
HG03831	SAS	BEB	1	all_truth	SV_length_site	hprc	298	288	287	244	165	122
HG03831	SAS	BEB	1	all_truth	SV_length_site	old_full	298	243	243	222	165	107
HG03831	SAS	BEB	1	all_truth	SV_length_site	old_hprc	298	283	282	240	165	119
HG03831	SAS	BEB	1	all_truth	small_complex	full	17230	17096	17095	16769	4946	4661
HG03831	SAS	BEB	1	all_truth	small_complex	hprc	17230	14600	14598	14275	4946	4632
HG03831	SAS	BEB	1	all_truth	small_complex	old_full	17230	14080	14080	13848	4946	3869
HG03831	SAS	BEB	1	all_truth	small_complex	old_hprc	17230	14549	14547	14224	4946	4615
HG03831	SAS	BEB	1	all_truth	truth_SV_length	full	77	77	77	61	77	61
HG03831	SAS	BEB	1	all_truth	truth_SV_length	hprc	77	77	77	57	77	57
HG03831	SAS	BEB	1	all_truth	truth_SV_length	old_full	77	59	59	51	77	51
HG03831	SAS	BEB	1	all_truth	truth_SV_length	old_hprc	77	75	75	56	77	56
HG03831	SAS	BEB	1	frozen_HPRC_sites	ALL	full	84809	84809	84808	84117	20068	19526
HG03831	SAS	BEB	1	frozen_HPRC_sites	ALL	hprc	84809	84809	84806	84132	20068	19465
HG03831	SAS	BEB	1	frozen_HPRC_sites	ALL	old_full	84809	70148	70148	69698	20068	16393
HG03831	SAS	BEB	1	frozen_HPRC_sites	ALL	old_hprc	84809	84809	84806	84131	20068	19468
HG03831	SAS	BEB	1	frozen_HPRC_sites	SNV	full	69977	69977	69977	69646	14992	14756
HG03831	SAS	BEB	1	frozen_HPRC_sites	SNV	hprc	69977	69977	69977	69668	14992	14733
HG03831	SAS	BEB	1	frozen_HPRC_sites	SNV	old_full	69977	57756	57756	57559	14992	12418
HG03831	SAS	BEB	1	frozen_HPRC_sites	SNV	old_hprc	69977	69977	69977	69667	14992	14734
HG03831	SAS	BEB	1	frozen_HPRC_sites	SV_length_site	full	283	283	283	249	161	129
HG03831	SAS	BEB	1	frozen_HPRC_sites	SV_length_site	hprc	283	283	282	240	161	119
HG03831	SAS	BEB	1	frozen_HPRC_sites	SV_length_site	old_full	283	235	235	214	161	107
HG03831	SAS	BEB	1	frozen_HPRC_sites	SV_length_site	old_hprc	283	283	282	240	161	119
HG03831	SAS	BEB	1	frozen_HPRC_sites	small_complex	full	14549	14549	14548	14222	4915	4641
HG03831	SAS	BEB	1	frozen_HPRC_sites	small_complex	hprc	14549	14549	14547	14224	4915	4613
HG03831	SAS	BEB	1	frozen_HPRC_sites	small_complex	old_full	14549	12157	12157	11925	4915	3868
HG03831	SAS	BEB	1	frozen_HPRC_sites	small_complex	old_hprc	14549	14549	14547	14224	4915	4615
HG03831	SAS	BEB	1	frozen_HPRC_sites	truth_SV_length	full	75	75	75	60	75	60
HG03831	SAS	BEB	1	frozen_HPRC_sites	truth_SV_length	hprc	75	75	75	56	75	56
HG03831	SAS	BEB	1	frozen_HPRC_sites	truth_SV_length	old_full	75	59	59	51	75	51
HG03831	SAS	BEB	1	frozen_HPRC_sites	truth_SV_length	old_hprc	75	75	75	56	75	56
HG03831	SAS	BEB	1	frozen_threeway_SNV	ALL	full	50466	50466	50466	50385	11365	11291
HG03831	SAS	BEB	1	frozen_threeway_SNV	ALL	hprc	50466	50466	50466	50370	11365	11278
HG03831	SAS	BEB	1	frozen_threeway_SNV	ALL	linear	50466	50466	50466	50378	11365	11319
HG03831	SAS	BEB	1	frozen_threeway_SNV	ALL	old_full	50466	50466	50466	50387	11365	11291
HG03831	SAS	BEB	1	frozen_threeway_SNV	ALL	old_hprc	50466	50466	50466	50370	11365	11278
HG03831	SAS	BEB	1	frozen_threeway_SNV	SNV	full	50466	50466	50466	50385	11365	11291
HG03831	SAS	BEB	1	frozen_threeway_SNV	SNV	hprc	50466	50466	50466	50370	11365	11278
HG03831	SAS	BEB	1	frozen_threeway_SNV	SNV	linear	50466	50466	50466	50378	11365	11319
HG03831	SAS	BEB	1	frozen_threeway_SNV	SNV	old_full	50466	50466	50466	50387	11365	11291
HG03831	SAS	BEB	1	frozen_threeway_SNV	SNV	old_hprc	50466	50466	50466	50370	11365	11278
HG03831	SAS	BEB	1	shared_new_sites	ALL	full	85022	85022	85021	84329	20129	19586
HG03831	SAS	BEB	1	shared_new_sites	ALL	hprc	85022	85022	85019	84344	20129	19525
HG03831	SAS	BEB	1	shared_new_sites	ALL	old_full	85022	70148	70148	69698	20129	16393
HG03831	SAS	BEB	1	shared_new_sites	ALL	old_hprc	85022	84809	84806	84131	20129	19468
HG03831	SAS	BEB	1	shared_new_sites	SNV	full	70134	70134	70134	69803	15030	14794
HG03831	SAS	BEB	1	shared_new_sites	SNV	hprc	70134	70134	70134	69825	15030	14771
HG03831	SAS	BEB	1	shared_new_sites	SNV	old_full	70134	57756	57756	57559	15030	12418
HG03831	SAS	BEB	1	shared_new_sites	SNV	old_hprc	70134	69977	69977	69667	15030	14734
HG03831	SAS	BEB	1	shared_new_sites	SV_length_site	full	288	288	288	253	165	132
HG03831	SAS	BEB	1	shared_new_sites	SV_length_site	hprc	288	288	287	244	165	122
HG03831	SAS	BEB	1	shared_new_sites	SV_length_site	old_full	288	235	235	214	165	107
HG03831	SAS	BEB	1	shared_new_sites	SV_length_site	old_hprc	288	283	282	240	165	119
HG03831	SAS	BEB	1	shared_new_sites	small_complex	full	14600	14600	14599	14273	4934	4660
HG03831	SAS	BEB	1	shared_new_sites	small_complex	hprc	14600	14600	14598	14275	4934	4632
HG03831	SAS	BEB	1	shared_new_sites	small_complex	old_full	14600	12157	12157	11925	4934	3868
HG03831	SAS	BEB	1	shared_new_sites	small_complex	old_hprc	14600	14549	14547	14224	4934	4615
HG03831	SAS	BEB	1	shared_new_sites	truth_SV_length	full	77	77	77	61	77	61
HG03831	SAS	BEB	1	shared_new_sites	truth_SV_length	hprc	77	77	77	57	77	57
HG03831	SAS	BEB	1	shared_new_sites	truth_SV_length	old_full	77	59	59	51	77	51
HG03831	SAS	BEB	1	shared_new_sites	truth_SV_length	old_hprc	77	75	75	56	77	56
NA20905	SAS	GIH	1	all_truth	ALL	full	97372	96737	96736	96244	20430	19993
NA20905	SAS	GIH	1	all_truth	ALL	hprc	97372	85022	85022	84575	20430	19949
NA20905	SAS	GIH	1	all_truth	ALL	old_full	97372	79505	79504	79191	20430	17382
NA20905	SAS	GIH	1	all_truth	ALL	old_hprc	97372	84809	84809	84361	20430	19932
NA20905	SAS	GIH	1	all_truth	SNV	full	79844	79344	79344	79156	15031	14857
NA20905	SAS	GIH	1	all_truth	SNV	hprc	79844	70134	70134	69980	15031	14823
NA20905	SAS	GIH	1	all_truth	SNV	old_full	79844	65182	65182	65079	15031	12893
NA20905	SAS	GIH	1	all_truth	SNV	old_hprc	79844	69977	69977	69821	15031	14816
NA20905	SAS	GIH	1	all_truth	SV_length_site	full	298	297	296	261	158	124
NA20905	SAS	GIH	1	all_truth	SV_length_site	hprc	298	288	288	256	158	126
NA20905	SAS	GIH	1	all_truth	SV_length_site	old_full	298	243	242	220	158	106
NA20905	SAS	GIH	1	all_truth	SV_length_site	old_hprc	298	283	283	253	158	125
NA20905	SAS	GIH	1	all_truth	small_complex	full	17230	17096	17096	16827	5241	5012
NA20905	SAS	GIH	1	all_truth	small_complex	hprc	17230	14600	14600	14339	5241	5000
NA20905	SAS	GIH	1	all_truth	small_complex	old_full	17230	14080	14080	13892	5241	4383
NA20905	SAS	GIH	1	all_truth	small_complex	old_hprc	17230	14549	14549	14287	5241	4991
NA20905	SAS	GIH	1	all_truth	truth_SV_length	full	73	73	72	54	73	54
NA20905	SAS	GIH	1	all_truth	truth_SV_length	hprc	73	73	73	55	73	55
NA20905	SAS	GIH	1	all_truth	truth_SV_length	old_full	73	62	61	48	73	48
NA20905	SAS	GIH	1	all_truth	truth_SV_length	old_hprc	73	72	72	55	73	55
NA20905	SAS	GIH	1	frozen_HPRC_sites	ALL	full	84809	84809	84808	84326	20340	19972
NA20905	SAS	GIH	1	frozen_HPRC_sites	ALL	hprc	84809	84809	84809	84365	20340	19933
NA20905	SAS	GIH	1	frozen_HPRC_sites	ALL	old_full	84809	70148	70147	69839	20340	17378
NA20905	SAS	GIH	1	frozen_HPRC_sites	ALL	old_hprc	84809	84809	84809	84361	20340	19932
NA20905	SAS	GIH	1	frozen_HPRC_sites	SNV	full	69977	69977	69977	69795	14961	14849
NA20905	SAS	GIH	1	frozen_HPRC_sites	SNV	hprc	69977	69977	69977	69823	14961	14818
NA20905	SAS	GIH	1	frozen_HPRC_sites	SNV	old_full	69977	57756	57756	57657	14961	12891
NA20905	SAS	GIH	1	frozen_HPRC_sites	SNV	old_hprc	69977	69977	69977	69821	14961	14816
NA20905	SAS	GIH	1	frozen_HPRC_sites	SV_length_site	full	283	283	282	249	155	123
NA20905	SAS	GIH	1	frozen_HPRC_sites	SV_length_site	hprc	283	283	283	253	155	125
NA20905	SAS	GIH	1	frozen_HPRC_sites	SV_length_site	old_full	283	235	234	212	155	106
NA20905	SAS	GIH	1	frozen_HPRC_sites	SV_length_site	old_hprc	283	283	283	253	155	125
NA20905	SAS	GIH	1	frozen_HPRC_sites	small_complex	full	14549	14549	14549	14282	5224	5000
NA20905	SAS	GIH	1	frozen_HPRC_sites	small_complex	hprc	14549	14549	14549	14289	5224	4990
NA20905	SAS	GIH	1	frozen_HPRC_sites	small_complex	old_full	14549	12157	12157	11970	5224	4381
NA20905	SAS	GIH	1	frozen_HPRC_sites	small_complex	old_hprc	14549	14549	14549	14287	5224	4991
NA20905	SAS	GIH	1	frozen_HPRC_sites	truth_SV_length	full	72	72	71	54	72	54
NA20905	SAS	GIH	1	frozen_HPRC_sites	truth_SV_length	hprc	72	72	72	55	72	55
NA20905	SAS	GIH	1	frozen_HPRC_sites	truth_SV_length	old_full	72	62	61	48	72	48
NA20905	SAS	GIH	1	frozen_HPRC_sites	truth_SV_length	old_hprc	72	72	72	55	72	55
NA20905	SAS	GIH	1	frozen_threeway_SNV	ALL	full	50466	50466	50466	50400	10909	10850
NA20905	SAS	GIH	1	frozen_threeway_SNV	ALL	hprc	50466	50466	50466	50412	10909	10863
NA20905	SAS	GIH	1	frozen_threeway_SNV	ALL	linear	50466	50466	50466	50331	10909	10795
