"","median_c4mid","median_c4del","mean_c4ins","median_tnxb","mean_c4a_g1","mean_c4a_g2","mean_c4b_g1","mean_c4b_g2","mean_c4a","mean_c4b","c4aL","c4bL","median_mhc_c4","median_mhc_tnxb","mhc_c4_copy","c4_exon_del","c4_exon29_ins","c4_exon29_norm","wgs_c4_copy"
"NA21144_C4_",70,30,30.3456887073975,32.9838278476575,16,15.5,58,58.75,15.7777777777778,58.3333333333333,32,0,28,31,0,0,0,73,4.51612903225806
