"","median_c4mid","median_c4del","mean_c4ins","median_tnxb","mean_c4a_g1","mean_c4a_g2","mean_c4b_g1","mean_c4b_g2","mean_c4a","mean_c4b","c4aL","c4bL","median_mhc_c4","median_mhc_tnxb","mhc_c4_copy","c4_exon_del","c4_exon29_ins","c4_exon29_norm","wgs_c4_copy"
"HG00146_C4_",48,29,22.5065179833517,45.3998334575098,23,15.75,23.6,30.75,19.7777777777778,26.7777777777778,20,0,20,45,0,0,0,58,2.13333333333333
