"","median_c4mid","median_c4del","mean_c4ins","median_tnxb","mean_c4a_g1","mean_c4a_g2","mean_c4b_g1","mean_c4b_g2","mean_c4a","mean_c4b","c4aL","c4bL","median_mhc_c4","median_mhc_tnxb","mhc_c4_copy","c4_exon_del","c4_exon29_ins","c4_exon29_norm","wgs_c4_copy"
"HG03225_C4_",82,36,33.6353070519868,37.1449357934873,39.8,41.25,34.8,49.25,40.4444444444444,41.2222222222222,37,0,32,35,0,0,0,89,4.68571428571429
