"","median_c4mid","median_c4del","mean_c4ins","median_tnxb","mean_c4a_g1","mean_c4a_g2","mean_c4b_g1","mean_c4b_g2","mean_c4a","mean_c4b","c4aL","c4bL","median_mhc_c4","median_mhc_tnxb","mhc_c4_copy","c4_exon_del","c4_exon29_ins","c4_exon29_norm","wgs_c4_copy"
"NA21106_C4_",121,0,116.505418564473,62.0674058815795,88.2,103.75,22.4,35.5,95.1111111111111,28.2222222222222,102,31,60,59,0,0,0,166,4.10169491525424
