"","median_c4mid","median_c4del","mean_c4ins","median_tnxb","mean_c4a_g1","mean_c4a_g2","mean_c4b_g1","mean_c4b_g2","mean_c4a","mean_c4b","c4aL","c4bL","median_mhc_c4","median_mhc_tnxb","mhc_c4_copy","c4_exon_del","c4_exon29_ins","c4_exon29_norm","wgs_c4_copy"
"NA19007_C4_",60,17,32.5559918328883,35.3020993119166,41,51,14.2,21,45.4444444444444,17.2222222222222,47,0,23,34,0,0,0,62,3.52941176470588
