"","median_c4mid","median_c4del","mean_c4ins","median_tnxb","mean_c4a_g1","mean_c4a_g2","mean_c4b_g1","mean_c4b_g2","mean_c4a","mean_c4b","c4aL","c4bL","median_mhc_c4","median_mhc_tnxb","mhc_c4_copy","c4_exon_del","c4_exon29_ins","c4_exon29_norm","wgs_c4_copy"
"HG00321_C4_",102,21,62.8603738024187,60.838848227199,47.4,67,35.4,33,56.1111111111111,34.3333333333333,62,0,41,59,0,0,0,108,3.45762711864407
