donor	method	state
HG00255	T1K-four-field	complete
HG00255	full:DogoHLA	complete
HG00255	full:DogoHLA-no-graph	complete
HG00255	hprc:DogoHLA	complete
HG00255	hprc:DogoHLA-no-graph	complete
HG00255	asian_matched:DogoHLA	complete
HG00255	asian_matched:DogoHLA-no-graph	complete
HG00256	SpecHLA-IPD365-noFreq	complete
HG00256	T1K-four-field	complete
HG00256	full:DogoHLA	complete
HG00256	full:DogoHLA-no-graph	complete
HG00256	hprc:DogoHLA	complete
HG00256	hprc:DogoHLA-no-graph	complete
HG00256	asian_matched:DogoHLA	complete
HG00256	asian_matched:DogoHLA-no-graph	complete
HG00257	SpecHLA-IPD365-noFreq	complete
HG00257	T1K-four-field	complete
HG00257	full:DogoHLA	complete
HG00257	full:DogoHLA-no-graph	complete
HG00257	hprc:DogoHLA	complete
HG00257	hprc:DogoHLA-no-graph	complete
HG00257	asian_matched:DogoHLA	complete
HG00257	asian_matched:DogoHLA-no-graph	complete
HG00258	SpecHLA-IPD365-noFreq	complete
HG00258	T1K-four-field	complete
HG00258	full:DogoHLA	complete
HG00258	full:DogoHLA-no-graph	complete
HG00258	hprc:DogoHLA	complete
HG00258	hprc:DogoHLA-no-graph	complete
HG00258	asian_matched:DogoHLA	complete
HG00258	asian_matched:DogoHLA-no-graph	complete
HG00259	SpecHLA-IPD365-noFreq	complete
HG00259	T1K-four-field	complete
HG00259	full:DogoHLA	complete
HG00259	full:DogoHLA-no-graph	complete
HG00259	hprc:DogoHLA	complete
HG00259	hprc:DogoHLA-no-graph	complete
HG00259	asian_matched:DogoHLA	complete
HG00259	asian_matched:DogoHLA-no-graph	complete
HG00260	SpecHLA-IPD365-noFreq	complete
HG00260	T1K-four-field	complete
HG00260	full:DogoHLA	complete
HG00260	full:DogoHLA-no-graph	complete
HG00260	hprc:DogoHLA	complete
HG00260	hprc:DogoHLA-no-graph	complete
HG00260	asian_matched:DogoHLA	complete
HG00260	asian_matched:DogoHLA-no-graph	complete
HG00261	SpecHLA-IPD365-noFreq	complete
HG00261	T1K-four-field	complete
HG00261	full:DogoHLA	complete
HG00261	full:DogoHLA-no-graph	complete
HG00261	hprc:DogoHLA	complete
HG00261	hprc:DogoHLA-no-graph	complete
HG00261	asian_matched:DogoHLA	complete
HG00261	asian_matched:DogoHLA-no-graph	complete
HG00262	SpecHLA-IPD365-noFreq	complete
HG00262	T1K-four-field	complete
HG00262	full:DogoHLA	complete
HG00262	full:DogoHLA-no-graph	complete
HG00262	hprc:DogoHLA	complete
HG00262	hprc:DogoHLA-no-graph	complete
HG00262	asian_matched:DogoHLA	complete
HG00262	asian_matched:DogoHLA-no-graph	complete
HG00263	SpecHLA-IPD365-noFreq	complete
HG00263	T1K-four-field	complete
HG00263	full:DogoHLA	complete
HG00263	full:DogoHLA-no-graph	complete
HG00263	hprc:DogoHLA	complete
HG00263	hprc:DogoHLA-no-graph	complete
HG00263	asian_matched:DogoHLA	complete
HG00263	asian_matched:DogoHLA-no-graph	complete
HG00264	SpecHLA-IPD365-noFreq	complete
HG00264	T1K-four-field	complete
HG00264	full:DogoHLA	complete
HG00264	full:DogoHLA-no-graph	complete
HG00264	hprc:DogoHLA	complete
HG00264	hprc:DogoHLA-no-graph	complete
HG00264	asian_matched:DogoHLA	complete
HG00264	asian_matched:DogoHLA-no-graph	complete
HG00265	SpecHLA-IPD365-noFreq	complete
HG00265	T1K-four-field	complete
HG00265	full:DogoHLA	complete
HG00265	full:DogoHLA-no-graph	complete
HG00265	hprc:DogoHLA	complete
HG00265	hprc:DogoHLA-no-graph	complete
HG00265	asian_matched:DogoHLA	complete
HG00265	asian_matched:DogoHLA-no-graph	complete
HG00266	SpecHLA-IPD365-noFreq	complete
HG00266	T1K-four-field	complete
HG00266	full:DogoHLA	complete
HG00266	full:DogoHLA-no-graph	complete
HG00266	hprc:DogoHLA	complete
HG00266	hprc:DogoHLA-no-graph	complete
HG00266	asian_matched:DogoHLA	complete
HG00266	asian_matched:DogoHLA-no-graph	complete
HG00267	SpecHLA-IPD365-noFreq	complete
HG00267	T1K-four-field	complete
HG00267	full:DogoHLA	complete
HG00267	full:DogoHLA-no-graph	complete
HG00267	hprc:DogoHLA	complete
HG00267	hprc:DogoHLA-no-graph	complete
HG00267	asian_matched:DogoHLA	complete
HG00267	asian_matched:DogoHLA-no-graph	complete
HG00268	SpecHLA-IPD365-noFreq	complete
HG00268	T1K-four-field	complete
HG00268	full:DogoHLA	complete
HG00268	full:DogoHLA-no-graph	complete
HG00268	hprc:DogoHLA	complete
HG00268	hprc:DogoHLA-no-graph	complete
HG00268	asian_matched:DogoHLA	complete
HG00268	asian_matched:DogoHLA-no-graph	complete
HG00269	SpecHLA-IPD365-noFreq	complete
HG00269	T1K-four-field	complete
HG00269	full:DogoHLA	complete
HG00269	full:DogoHLA-no-graph	complete
HG00269	hprc:DogoHLA	complete
HG00269	hprc:DogoHLA-no-graph	complete
HG00269	asian_matched:DogoHLA	complete
HG00269	asian_matched:DogoHLA-no-graph	complete
HG00271	SpecHLA-IPD365-noFreq	complete
HG00271	T1K-four-field	complete
HG00271	full:DogoHLA	complete
HG00271	full:DogoHLA-no-graph	complete
HG00271	hprc:DogoHLA	complete
HG00271	hprc:DogoHLA-no-graph	complete
HG00271	asian_matched:DogoHLA	complete
HG00271	asian_matched:DogoHLA-no-graph	complete
HG00273	SpecHLA-IPD365-noFreq	complete
HG00273	T1K-four-field	complete
HG00273	full:DogoHLA	complete
HG00273	full:DogoHLA-no-graph	complete
HG00273	hprc:DogoHLA	complete
HG00273	hprc:DogoHLA-no-graph	complete
HG00273	asian_matched:DogoHLA	complete
HG00273	asian_matched:DogoHLA-no-graph	complete
HG00274	SpecHLA-IPD365-noFreq	complete
HG00274	T1K-four-field	complete
HG00274	full:DogoHLA	complete
HG00274	full:DogoHLA-no-graph	complete
HG00274	hprc:DogoHLA	complete
HG00274	hprc:DogoHLA-no-graph	complete
HG00274	asian_matched:DogoHLA	complete
HG00274	asian_matched:DogoHLA-no-graph	complete
HG00275	SpecHLA-IPD365-noFreq	complete
HG00275	T1K-four-field	complete
HG00275	full:DogoHLA	complete
HG00275	full:DogoHLA-no-graph	complete
HG00275	hprc:DogoHLA	complete
HG00275	hprc:DogoHLA-no-graph	complete
HG00275	asian_matched:DogoHLA	complete
HG00275	asian_matched:DogoHLA-no-graph	complete
HG00276	SpecHLA-IPD365-noFreq	complete
HG00276	T1K-four-field	complete
HG00276	full:DogoHLA	complete
HG00276	full:DogoHLA-no-graph	complete
HG00276	hprc:DogoHLA	complete
HG00276	hprc:DogoHLA-no-graph	complete
HG00276	asian_matched:DogoHLA	complete
HG00276	asian_matched:DogoHLA-no-graph	complete
HG00277	SpecHLA-IPD365-noFreq	complete
HG00277	T1K-four-field	complete
HG00277	full:DogoHLA	complete
HG00277	full:DogoHLA-no-graph	complete
HG00277	hprc:DogoHLA	complete
HG00277	hprc:DogoHLA-no-graph	complete
HG00277	asian_matched:DogoHLA	complete
HG00277	asian_matched:DogoHLA-no-graph	complete
HG00278	SpecHLA-IPD365-noFreq	complete
HG00278	T1K-four-field	complete
HG00278	full:DogoHLA	complete
HG00278	full:DogoHLA-no-graph	complete
HG00278	hprc:DogoHLA	complete
HG00278	hprc:DogoHLA-no-graph	complete
HG00278	asian_matched:DogoHLA	complete
HG00278	asian_matched:DogoHLA-no-graph	complete
HG00281	SpecHLA-IPD365-noFreq	complete
HG00281	T1K-four-field	complete
HG00281	full:DogoHLA	complete
HG00281	full:DogoHLA-no-graph	complete
HG00281	hprc:DogoHLA	complete
HG00281	hprc:DogoHLA-no-graph	complete
HG00281	asian_matched:DogoHLA	complete
HG00281	asian_matched:DogoHLA-no-graph	complete
HG00282	SpecHLA-IPD365-noFreq	complete
HG00282	T1K-four-field	complete
HG00282	full:DogoHLA	complete
HG00282	full:DogoHLA-no-graph	complete
HG00282	hprc:DogoHLA	complete
HG00282	hprc:DogoHLA-no-graph	complete
HG00282	asian_matched:DogoHLA	complete
HG00282	asian_matched:DogoHLA-no-graph	complete
HG00284	SpecHLA-IPD365-noFreq	complete
HG00284	T1K-four-field	complete
HG00284	full:DogoHLA	complete
HG00284	full:DogoHLA-no-graph	complete
HG00284	hprc:DogoHLA	complete
HG00284	hprc:DogoHLA-no-graph	complete
HG00284	asian_matched:DogoHLA	complete
HG00284	asian_matched:DogoHLA-no-graph	complete
HG00285	SpecHLA-IPD365-noFreq	complete
HG00285	T1K-four-field	complete
HG00285	full:DogoHLA	complete
HG00285	full:DogoHLA-no-graph	complete
HG00285	hprc:DogoHLA	complete
HG00285	hprc:DogoHLA-no-graph	complete
HG00285	asian_matched:DogoHLA	complete
HG00285	asian_matched:DogoHLA-no-graph	complete
HG00306	SpecHLA-IPD365-noFreq	complete
HG00306	T1K-four-field	complete
HG00306	full:DogoHLA	complete
HG00306	full:DogoHLA-no-graph	complete
HG00306	hprc:DogoHLA	complete
HG00306	hprc:DogoHLA-no-graph	complete
HG00306	asian_matched:DogoHLA	complete
HG00306	asian_matched:DogoHLA-no-graph	complete
HG00308	SpecHLA-IPD365-noFreq	complete
HG00308	T1K-four-field	complete
HG00308	full:DogoHLA	complete
HG00308	full:DogoHLA-no-graph	complete
HG00308	hprc:DogoHLA	complete
HG00308	hprc:DogoHLA-no-graph	complete
HG00308	asian_matched:DogoHLA	complete
HG00308	asian_matched:DogoHLA-no-graph	complete
HG00309	SpecHLA-IPD365-noFreq	complete
HG00309	T1K-four-field	complete
HG00309	full:DogoHLA	complete
HG00309	full:DogoHLA-no-graph	complete
HG00309	hprc:DogoHLA	complete
HG00309	hprc:DogoHLA-no-graph	complete
HG00309	asian_matched:DogoHLA	complete
HG00309	asian_matched:DogoHLA-no-graph	complete
HG00310	SpecHLA-IPD365-noFreq	complete
HG00310	T1K-four-field	complete
HG00310	full:DogoHLA	complete
HG00310	full:DogoHLA-no-graph	complete
HG00310	hprc:DogoHLA	complete
HG00310	hprc:DogoHLA-no-graph	complete
HG00310	asian_matched:DogoHLA	complete
HG00310	asian_matched:DogoHLA-no-graph	complete
HG00311	SpecHLA-IPD365-noFreq	complete
HG00311	T1K-four-field	complete
HG00311	full:DogoHLA	complete
HG00311	full:DogoHLA-no-graph	complete
HG00311	hprc:DogoHLA	complete
HG00311	hprc:DogoHLA-no-graph	complete
HG00311	asian_matched:DogoHLA	complete
HG00311	asian_matched:DogoHLA-no-graph	complete
HG00313	SpecHLA-IPD365-noFreq	complete
HG00313	T1K-four-field	complete
HG00313	full:DogoHLA	complete
HG00313	full:DogoHLA-no-graph	complete
HG00313	hprc:DogoHLA	complete
HG00313	hprc:DogoHLA-no-graph	complete
HG00313	asian_matched:DogoHLA	complete
HG00313	asian_matched:DogoHLA-no-graph	complete
HG00315	SpecHLA-IPD365-noFreq	complete
HG00315	T1K-four-field	complete
HG00315	full:DogoHLA	complete
HG00315	full:DogoHLA-no-graph	complete
HG00315	hprc:DogoHLA	complete
HG00315	hprc:DogoHLA-no-graph	complete
HG00315	asian_matched:DogoHLA	complete
HG00315	asian_matched:DogoHLA-no-graph	complete
HG00318	SpecHLA-IPD365-noFreq	complete
HG00318	T1K-four-field	complete
HG00318	full:DogoHLA	complete
HG00318	full:DogoHLA-no-graph	complete
HG00318	hprc:DogoHLA	complete
HG00318	hprc:DogoHLA-no-graph	complete
HG00318	asian_matched:DogoHLA	complete
HG00318	asian_matched:DogoHLA-no-graph	complete
HG00319	SpecHLA-IPD365-noFreq	complete
HG00319	T1K-four-field	complete
HG00319	full:DogoHLA	complete
HG00319	full:DogoHLA-no-graph	complete
HG00319	hprc:DogoHLA	complete
HG00319	hprc:DogoHLA-no-graph	complete
HG00319	asian_matched:DogoHLA	complete
HG00319	asian_matched:DogoHLA-no-graph	complete
HG00324	SpecHLA-IPD365-noFreq	complete
HG00324	T1K-four-field	complete
HG00324	full:DogoHLA	complete
HG00324	full:DogoHLA-no-graph	complete
HG00324	hprc:DogoHLA	complete
HG00324	hprc:DogoHLA-no-graph	complete
HG00324	asian_matched:DogoHLA	complete
HG00324	asian_matched:DogoHLA-no-graph	complete
HG00325	SpecHLA-IPD365-noFreq	complete
HG00325	T1K-four-field	complete
HG00325	full:DogoHLA	complete
HG00325	full:DogoHLA-no-graph	complete
HG00325	hprc:DogoHLA	complete
HG00325	hprc:DogoHLA-no-graph	complete
HG00325	asian_matched:DogoHLA	complete
HG00325	asian_matched:DogoHLA-no-graph	complete
HG00326	SpecHLA-IPD365-noFreq	complete
HG00326	T1K-four-field	complete
HG00326	full:DogoHLA	complete
HG00326	full:DogoHLA-no-graph	complete
HG00326	hprc:DogoHLA	complete
HG00326	hprc:DogoHLA-no-graph	complete
HG00326	asian_matched:DogoHLA	complete
HG00326	asian_matched:DogoHLA-no-graph	complete
HG00327	SpecHLA-IPD365-noFreq	complete
HG00327	T1K-four-field	complete
HG00327	full:DogoHLA	complete
HG00327	full:DogoHLA-no-graph	complete
HG00327	hprc:DogoHLA	complete
HG00327	hprc:DogoHLA-no-graph	complete
HG00327	asian_matched:DogoHLA	complete
HG00327	asian_matched:DogoHLA-no-graph	complete
HG00328	SpecHLA-IPD365-noFreq	complete
HG00328	T1K-four-field	complete
HG00328	full:DogoHLA	complete
HG00328	full:DogoHLA-no-graph	complete
HG00328	hprc:DogoHLA	complete
HG00328	hprc:DogoHLA-no-graph	complete
HG00328	asian_matched:DogoHLA	complete
HG00328	asian_matched:DogoHLA-no-graph	complete
HG00330	SpecHLA-IPD365-noFreq	complete
HG00330	T1K-four-field	complete
HG00330	full:DogoHLA	complete
HG00330	full:DogoHLA-no-graph	complete
HG00330	hprc:DogoHLA	complete
HG00330	hprc:DogoHLA-no-graph	complete
HG00330	asian_matched:DogoHLA	complete
HG00330	asian_matched:DogoHLA-no-graph	complete
HG00331	SpecHLA-IPD365-noFreq	complete
HG00331	T1K-four-field	complete
HG00331	full:DogoHLA	complete
HG00331	full:DogoHLA-no-graph	complete
HG00331	hprc:DogoHLA	complete
HG00331	hprc:DogoHLA-no-graph	complete
HG00331	asian_matched:DogoHLA	complete
HG00331	asian_matched:DogoHLA-no-graph	complete
HG00332	SpecHLA-IPD365-noFreq	complete
HG00332	T1K-four-field	complete
HG00332	full:DogoHLA	complete
HG00332	full:DogoHLA-no-graph	complete
HG00332	hprc:DogoHLA	complete
HG00332	hprc:DogoHLA-no-graph	complete
HG00332	asian_matched:DogoHLA	complete
HG00332	asian_matched:DogoHLA-no-graph	complete
HG00334	SpecHLA-IPD365-noFreq	complete
HG00334	T1K-four-field	complete
HG00334	full:DogoHLA	complete
HG00334	full:DogoHLA-no-graph	complete
HG00334	hprc:DogoHLA	complete
HG00334	hprc:DogoHLA-no-graph	complete
HG00334	asian_matched:DogoHLA	complete
HG00334	asian_matched:DogoHLA-no-graph	complete
HG00335	SpecHLA-IPD365-noFreq	complete
HG00335	T1K-four-field	complete
HG00335	full:DogoHLA	complete
HG00335	full:DogoHLA-no-graph	complete
HG00335	hprc:DogoHLA	complete
HG00335	hprc:DogoHLA-no-graph	complete
HG00335	asian_matched:DogoHLA	complete
HG00335	asian_matched:DogoHLA-no-graph	complete
HG00336	SpecHLA-IPD365-noFreq	complete
HG00336	T1K-four-field	complete
HG00336	full:DogoHLA	complete
HG00336	full:DogoHLA-no-graph	complete
HG00336	hprc:DogoHLA	complete
HG00336	hprc:DogoHLA-no-graph	complete
HG00336	asian_matched:DogoHLA	complete
HG00336	asian_matched:DogoHLA-no-graph	complete
HG00337	SpecHLA-IPD365-noFreq	complete
HG00337	T1K-four-field	complete
HG00337	full:DogoHLA	complete
HG00337	full:DogoHLA-no-graph	complete
HG00337	hprc:DogoHLA	complete
HG00337	hprc:DogoHLA-no-graph	complete
HG00337	asian_matched:DogoHLA	complete
HG00337	asian_matched:DogoHLA-no-graph	complete
HG00338	SpecHLA-IPD365-noFreq	complete
HG00338	T1K-four-field	complete
HG00338	full:DogoHLA	complete
HG00338	full:DogoHLA-no-graph	complete
HG00338	hprc:DogoHLA	complete
HG00338	hprc:DogoHLA-no-graph	complete
HG00338	asian_matched:DogoHLA	complete
HG00338	asian_matched:DogoHLA-no-graph	complete
HG00339	SpecHLA-IPD365-noFreq	complete
HG00339	T1K-four-field	complete
HG00339	full:DogoHLA	complete
HG00339	full:DogoHLA-no-graph	complete
HG00339	hprc:DogoHLA	complete
HG00339	hprc:DogoHLA-no-graph	complete
HG00339	asian_matched:DogoHLA	complete
HG00339	asian_matched:DogoHLA-no-graph	complete
HG00341	SpecHLA-IPD365-noFreq	complete
HG00341	T1K-four-field	complete
HG00341	full:DogoHLA	complete
HG00341	full:DogoHLA-no-graph	complete
HG00341	hprc:DogoHLA	complete
HG00341	hprc:DogoHLA-no-graph	complete
HG00341	asian_matched:DogoHLA	complete
HG00341	asian_matched:DogoHLA-no-graph	complete
HG00342	SpecHLA-IPD365-noFreq	complete
HG00342	T1K-four-field	complete
HG00342	full:DogoHLA	complete
HG00342	full:DogoHLA-no-graph	complete
HG00342	hprc:DogoHLA	complete
HG00342	hprc:DogoHLA-no-graph	complete
HG00342	asian_matched:DogoHLA	complete
HG00342	asian_matched:DogoHLA-no-graph	complete
HG00343	SpecHLA-IPD365-noFreq	complete
HG00343	T1K-four-field	complete
HG00343	full:DogoHLA	complete
HG00343	full:DogoHLA-no-graph	complete
HG00343	hprc:DogoHLA	complete
HG00343	hprc:DogoHLA-no-graph	complete
HG00343	asian_matched:DogoHLA	complete
HG00343	asian_matched:DogoHLA-no-graph	complete
HG00345	SpecHLA-IPD365-noFreq	complete
HG00345	T1K-four-field	complete
HG00345	full:DogoHLA	complete
HG00345	full:DogoHLA-no-graph	complete
HG00345	hprc:DogoHLA	complete
HG00345	hprc:DogoHLA-no-graph	complete
HG00345	asian_matched:DogoHLA	complete
HG00345	asian_matched:DogoHLA-no-graph	complete
HG00346	SpecHLA-IPD365-noFreq	complete
HG00346	T1K-four-field	complete
HG00346	full:DogoHLA	complete
HG00346	full:DogoHLA-no-graph	complete
HG00346	hprc:DogoHLA	complete
HG00346	hprc:DogoHLA-no-graph	complete
HG00346	asian_matched:DogoHLA	complete
HG00346	asian_matched:DogoHLA-no-graph	complete
HG00349	SpecHLA-IPD365-noFreq	complete
HG00349	T1K-four-field	complete
HG00349	full:DogoHLA	complete
HG00349	full:DogoHLA-no-graph	complete
HG00349	hprc:DogoHLA	complete
HG00349	hprc:DogoHLA-no-graph	complete
HG00349	asian_matched:DogoHLA	complete
HG00349	asian_matched:DogoHLA-no-graph	complete
HG00351	SpecHLA-IPD365-noFreq	complete
HG00351	T1K-four-field	complete
HG00351	full:DogoHLA	complete
HG00351	full:DogoHLA-no-graph	complete
HG00351	hprc:DogoHLA	complete
HG00351	hprc:DogoHLA-no-graph	complete
HG00351	asian_matched:DogoHLA	complete
HG00351	asian_matched:DogoHLA-no-graph	complete
HG00353	SpecHLA-IPD365-noFreq	complete
HG00353	T1K-four-field	complete
HG00353	full:DogoHLA	complete
HG00353	full:DogoHLA-no-graph	complete
HG00353	hprc:DogoHLA	complete
HG00353	hprc:DogoHLA-no-graph	complete
HG00353	asian_matched:DogoHLA	complete
HG00353	asian_matched:DogoHLA-no-graph	complete
HG00355	SpecHLA-IPD365-noFreq	complete
HG00355	T1K-four-field	complete
HG00355	full:DogoHLA	complete
HG00355	full:DogoHLA-no-graph	complete
HG00355	hprc:DogoHLA	complete
HG00355	hprc:DogoHLA-no-graph	complete
HG00355	asian_matched:DogoHLA	complete
HG00355	asian_matched:DogoHLA-no-graph	complete
HG00356	SpecHLA-IPD365-noFreq	complete
HG00356	T1K-four-field	complete
HG00356	full:DogoHLA	complete
HG00356	full:DogoHLA-no-graph	complete
HG00356	hprc:DogoHLA	complete
HG00356	hprc:DogoHLA-no-graph	complete
HG00356	asian_matched:DogoHLA	complete
HG00356	asian_matched:DogoHLA-no-graph	complete
HG00357	SpecHLA-IPD365-noFreq	complete
HG00357	T1K-four-field	complete
HG00357	full:DogoHLA	complete
HG00357	full:DogoHLA-no-graph	complete
HG00357	hprc:DogoHLA	complete
HG00357	hprc:DogoHLA-no-graph	complete
HG00357	asian_matched:DogoHLA	complete
HG00357	asian_matched:DogoHLA-no-graph	complete
HG00358	SpecHLA-IPD365-noFreq	complete
HG00358	T1K-four-field	complete
HG00358	full:DogoHLA	complete
HG00358	full:DogoHLA-no-graph	complete
HG00358	hprc:DogoHLA	complete
HG00358	hprc:DogoHLA-no-graph	complete
HG00358	asian_matched:DogoHLA	complete
HG00358	asian_matched:DogoHLA-no-graph	complete
HG00360	SpecHLA-IPD365-noFreq	complete
HG00360	T1K-four-field	complete
HG00360	full:DogoHLA	complete
HG00360	full:DogoHLA-no-graph	complete
HG00360	hprc:DogoHLA	complete
HG00360	hprc:DogoHLA-no-graph	complete
HG00360	asian_matched:DogoHLA	complete
HG00360	asian_matched:DogoHLA-no-graph	complete
HG00361	SpecHLA-IPD365-noFreq	complete
HG00361	T1K-four-field	complete
HG00361	full:DogoHLA	complete
HG00361	full:DogoHLA-no-graph	complete
HG00361	hprc:DogoHLA	complete
HG00361	hprc:DogoHLA-no-graph	complete
HG00361	asian_matched:DogoHLA	complete
HG00361	asian_matched:DogoHLA-no-graph	complete
HG00362	SpecHLA-IPD365-noFreq	complete
HG00362	T1K-four-field	complete
HG00362	full:DogoHLA	complete
HG00362	full:DogoHLA-no-graph	complete
HG00362	hprc:DogoHLA	complete
HG00362	hprc:DogoHLA-no-graph	complete
HG00362	asian_matched:DogoHLA	complete
HG00362	asian_matched:DogoHLA-no-graph	complete
HG00364	SpecHLA-IPD365-noFreq	complete
HG00364	T1K-four-field	complete
HG00364	full:DogoHLA	complete
HG00364	full:DogoHLA-no-graph	complete
HG00364	hprc:DogoHLA	complete
HG00364	hprc:DogoHLA-no-graph	complete
HG00364	asian_matched:DogoHLA	complete
HG00364	asian_matched:DogoHLA-no-graph	complete
HG00365	SpecHLA-IPD365-noFreq	complete
HG00365	T1K-four-field	complete
HG00365	full:DogoHLA	complete
HG00365	full:DogoHLA-no-graph	complete
HG00365	hprc:DogoHLA	complete
HG00365	hprc:DogoHLA-no-graph	complete
HG00365	asian_matched:DogoHLA	complete
HG00365	asian_matched:DogoHLA-no-graph	complete
HG00366	SpecHLA-IPD365-noFreq	complete
HG00366	T1K-four-field	complete
HG00366	full:DogoHLA	complete
HG00366	full:DogoHLA-no-graph	complete
HG00366	hprc:DogoHLA	complete
HG00366	hprc:DogoHLA-no-graph	complete
HG00366	asian_matched:DogoHLA	complete
HG00366	asian_matched:DogoHLA-no-graph	complete
HG00367	SpecHLA-IPD365-noFreq	complete
HG00367	T1K-four-field	complete
HG00367	full:DogoHLA	complete
HG00367	full:DogoHLA-no-graph	complete
HG00367	hprc:DogoHLA	complete
HG00367	hprc:DogoHLA-no-graph	complete
HG00367	asian_matched:DogoHLA	complete
HG00367	asian_matched:DogoHLA-no-graph	complete
HG00368	SpecHLA-IPD365-noFreq	complete
HG00368	T1K-four-field	complete
HG00368	full:DogoHLA	complete
HG00368	full:DogoHLA-no-graph	complete
HG00368	hprc:DogoHLA	complete
HG00368	hprc:DogoHLA-no-graph	complete
HG00368	asian_matched:DogoHLA	complete
HG00368	asian_matched:DogoHLA-no-graph	complete
HG00369	SpecHLA-IPD365-noFreq	complete
HG00369	T1K-four-field	complete
HG00369	full:DogoHLA	complete
HG00369	full:DogoHLA-no-graph	complete
HG00369	hprc:DogoHLA	complete
HG00369	hprc:DogoHLA-no-graph	complete
HG00369	asian_matched:DogoHLA	complete
HG00369	asian_matched:DogoHLA-no-graph	complete
