donor	method	state
HG00634	hprc:DogoHLA	complete
HG00634	hprc:DogoHLA-no-graph	complete
HG00634	asian_matched:DogoHLA	complete
HG00634	asian_matched:DogoHLA-no-graph	complete
HG00635	SpecHLA-IPD365-noFreq	complete
HG00635	T1K-four-field	complete
HG00635	full:DogoHLA	complete
HG00635	full:DogoHLA-no-graph	complete
HG00635	hprc:DogoHLA	complete
HG00635	hprc:DogoHLA-no-graph	complete
HG00635	asian_matched:DogoHLA	complete
HG00635	asian_matched:DogoHLA-no-graph	complete
HG00650	SpecHLA-IPD365-noFreq	complete
HG00650	T1K-four-field	complete
HG00650	full:DogoHLA	complete
HG00650	full:DogoHLA-no-graph	complete
HG00650	hprc:DogoHLA	complete
HG00650	hprc:DogoHLA-no-graph	complete
HG00650	asian_matched:DogoHLA	complete
HG00650	asian_matched:DogoHLA-no-graph	complete
HG00651	SpecHLA-IPD365-noFreq	complete
HG00651	T1K-four-field	complete
HG00651	full:DogoHLA	complete
HG00651	full:DogoHLA-no-graph	complete
HG00651	hprc:DogoHLA	complete
HG00651	hprc:DogoHLA-no-graph	complete
HG00651	asian_matched:DogoHLA	complete
HG00651	asian_matched:DogoHLA-no-graph	complete
HG00653	SpecHLA-IPD365-noFreq	complete
HG00653	T1K-four-field	complete
HG00653	full:DogoHLA	complete
HG00653	full:DogoHLA-no-graph	complete
HG00653	hprc:DogoHLA	complete
HG00653	hprc:DogoHLA-no-graph	complete
HG00653	asian_matched:DogoHLA	complete
HG00653	asian_matched:DogoHLA-no-graph	complete
HG00654	SpecHLA-IPD365-noFreq	complete
HG00654	T1K-four-field	complete
HG00654	full:DogoHLA	complete
HG00654	full:DogoHLA-no-graph	complete
HG00654	hprc:DogoHLA	complete
HG00654	hprc:DogoHLA-no-graph	complete
HG00654	asian_matched:DogoHLA	complete
HG00654	asian_matched:DogoHLA-no-graph	complete
HG00662	SpecHLA-IPD365-noFreq	complete
HG00662	T1K-four-field	complete
HG00662	full:DogoHLA	complete
HG00662	full:DogoHLA-no-graph	complete
HG00662	hprc:DogoHLA	complete
HG00662	hprc:DogoHLA-no-graph	complete
HG00662	asian_matched:DogoHLA	complete
HG00662	asian_matched:DogoHLA-no-graph	complete
HG00663	SpecHLA-IPD365-noFreq	complete
HG00663	T1K-four-field	complete
HG00663	full:DogoHLA	complete
HG00663	full:DogoHLA-no-graph	complete
HG00663	hprc:DogoHLA	complete
HG00663	hprc:DogoHLA-no-graph	complete
HG00663	asian_matched:DogoHLA	complete
HG00663	asian_matched:DogoHLA-no-graph	complete
HG00683	SpecHLA-IPD365-noFreq	complete
HG00683	T1K-four-field	complete
HG00683	full:DogoHLA	complete
HG00683	full:DogoHLA-no-graph	complete
HG00683	hprc:DogoHLA	complete
HG00683	hprc:DogoHLA-no-graph	complete
HG00683	asian_matched:DogoHLA	complete
HG00683	asian_matched:DogoHLA-no-graph	complete
HG00684	SpecHLA-IPD365-noFreq	complete
HG00684	T1K-four-field	complete
HG00684	full:DogoHLA	complete
HG00684	full:DogoHLA-no-graph	complete
HG00684	hprc:DogoHLA	complete
HG00684	hprc:DogoHLA-no-graph	complete
HG00684	asian_matched:DogoHLA	complete
HG00684	asian_matched:DogoHLA-no-graph	complete
HG00689	SpecHLA-IPD365-noFreq	complete
HG00689	T1K-four-field	complete
HG00689	full:DogoHLA	complete
HG00689	full:DogoHLA-no-graph	complete
HG00689	hprc:DogoHLA	complete
HG00689	hprc:DogoHLA-no-graph	complete
HG00689	asian_matched:DogoHLA	complete
HG00689	asian_matched:DogoHLA-no-graph	complete
HG00690	SpecHLA-IPD365-noFreq	complete
HG00690	T1K-four-field	complete
HG00690	full:DogoHLA	complete
HG00690	full:DogoHLA-no-graph	complete
HG00690	hprc:DogoHLA	complete
HG00690	hprc:DogoHLA-no-graph	complete
HG00690	asian_matched:DogoHLA	complete
HG00690	asian_matched:DogoHLA-no-graph	complete
HG00692	SpecHLA-IPD365-noFreq	complete
HG00692	T1K-four-field	complete
HG00692	full:DogoHLA	complete
HG00692	full:DogoHLA-no-graph	complete
HG00692	hprc:DogoHLA	complete
HG00692	hprc:DogoHLA-no-graph	complete
HG00692	asian_matched:DogoHLA	complete
HG00692	asian_matched:DogoHLA-no-graph	complete
HG00693	SpecHLA-IPD365-noFreq	complete
HG00693	T1K-four-field	complete
HG00693	full:DogoHLA	complete
HG00693	full:DogoHLA-no-graph	complete
HG00693	hprc:DogoHLA	complete
HG00693	hprc:DogoHLA-no-graph	complete
HG00693	asian_matched:DogoHLA	complete
HG00693	asian_matched:DogoHLA-no-graph	complete
HG00698	SpecHLA-IPD365-noFreq	complete
HG00698	T1K-four-field	complete
HG00698	full:DogoHLA	complete
HG00698	full:DogoHLA-no-graph	complete
HG00698	hprc:DogoHLA	complete
HG00698	hprc:DogoHLA-no-graph	complete
HG00698	asian_matched:DogoHLA	complete
HG00698	asian_matched:DogoHLA-no-graph	complete
HG00699	SpecHLA-IPD365-noFreq	complete
HG00699	T1K-four-field	complete
HG00699	full:DogoHLA	complete
HG00699	full:DogoHLA-no-graph	complete
HG00699	hprc:DogoHLA	complete
HG00699	hprc:DogoHLA-no-graph	complete
HG00699	asian_matched:DogoHLA	complete
HG00699	asian_matched:DogoHLA-no-graph	complete
HG00701	SpecHLA-IPD365-noFreq	complete
HG00701	T1K-four-field	complete
HG00701	full:DogoHLA	complete
HG00701	full:DogoHLA-no-graph	complete
HG00701	hprc:DogoHLA	complete
HG00701	hprc:DogoHLA-no-graph	complete
HG00701	asian_matched:DogoHLA	complete
HG00701	asian_matched:DogoHLA-no-graph	complete
HG00702	SpecHLA-IPD365-noFreq	complete
HG00702	T1K-four-field	complete
HG00702	full:DogoHLA	complete
HG00702	full:DogoHLA-no-graph	complete
HG00702	hprc:DogoHLA	complete
HG00702	hprc:DogoHLA-no-graph	complete
HG00702	asian_matched:DogoHLA	complete
HG00702	asian_matched:DogoHLA-no-graph	complete
HG00707	SpecHLA-IPD365-noFreq	complete
HG00707	T1K-four-field	complete
HG00707	full:DogoHLA	complete
HG00707	full:DogoHLA-no-graph	complete
HG00707	hprc:DogoHLA	complete
HG00707	hprc:DogoHLA-no-graph	complete
HG00707	asian_matched:DogoHLA	complete
HG00707	asian_matched:DogoHLA-no-graph	complete
HG00708	SpecHLA-IPD365-noFreq	complete
HG00708	T1K-four-field	complete
HG00708	full:DogoHLA	complete
HG00708	full:DogoHLA-no-graph	complete
HG00708	hprc:DogoHLA	complete
HG00708	hprc:DogoHLA-no-graph	complete
HG00708	asian_matched:DogoHLA	complete
HG00708	asian_matched:DogoHLA-no-graph	complete
HG01048	SpecHLA-IPD365-noFreq	complete
HG01048	T1K-four-field	complete
HG01048	full:DogoHLA	complete
HG01048	full:DogoHLA-no-graph	complete
HG01048	hprc:DogoHLA	complete
HG01048	hprc:DogoHLA-no-graph	complete
HG01048	asian_matched:DogoHLA	complete
HG01048	asian_matched:DogoHLA-no-graph	complete
HG01049	SpecHLA-IPD365-noFreq	complete
HG01049	T1K-four-field	complete
HG01049	full:DogoHLA	complete
HG01049	full:DogoHLA-no-graph	complete
HG01049	hprc:DogoHLA	complete
HG01049	hprc:DogoHLA-no-graph	complete
HG01049	asian_matched:DogoHLA	complete
HG01049	asian_matched:DogoHLA-no-graph	complete
HG01051	SpecHLA-IPD365-noFreq	complete
HG01051	T1K-four-field	complete
HG01051	full:DogoHLA	complete
HG01051	full:DogoHLA-no-graph	complete
HG01051	hprc:DogoHLA	complete
HG01051	hprc:DogoHLA-no-graph	complete
HG01051	asian_matched:DogoHLA	complete
HG01051	asian_matched:DogoHLA-no-graph	complete
HG01052	SpecHLA-IPD365-noFreq	complete
HG01052	T1K-four-field	complete
HG01052	full:DogoHLA	complete
HG01052	full:DogoHLA-no-graph	complete
HG01052	hprc:DogoHLA	complete
HG01052	hprc:DogoHLA-no-graph	complete
HG01052	asian_matched:DogoHLA	complete
HG01052	asian_matched:DogoHLA-no-graph	complete
HG01054	SpecHLA-IPD365-noFreq	complete
HG01054	T1K-four-field	complete
HG01054	full:DogoHLA	complete
HG01054	full:DogoHLA-no-graph	complete
HG01054	hprc:DogoHLA	complete
HG01054	hprc:DogoHLA-no-graph	complete
HG01054	asian_matched:DogoHLA	complete
HG01054	asian_matched:DogoHLA-no-graph	complete
HG01055	SpecHLA-IPD365-noFreq	complete
HG01055	T1K-four-field	complete
HG01055	full:DogoHLA	complete
HG01055	full:DogoHLA-no-graph	complete
HG01055	hprc:DogoHLA	complete
HG01055	hprc:DogoHLA-no-graph	complete
HG01055	asian_matched:DogoHLA	complete
HG01055	asian_matched:DogoHLA-no-graph	complete
HG01060	SpecHLA-IPD365-noFreq	complete
HG01060	T1K-four-field	complete
HG01060	full:DogoHLA	complete
HG01060	full:DogoHLA-no-graph	complete
HG01060	hprc:DogoHLA	complete
HG01060	hprc:DogoHLA-no-graph	complete
HG01060	asian_matched:DogoHLA	complete
HG01060	asian_matched:DogoHLA-no-graph	complete
HG01061	SpecHLA-IPD365-noFreq	complete
HG01061	T1K-four-field	complete
HG01061	full:DogoHLA	complete
HG01061	full:DogoHLA-no-graph	complete
HG01061	hprc:DogoHLA	complete
HG01061	hprc:DogoHLA-no-graph	complete
HG01061	asian_matched:DogoHLA	complete
HG01061	asian_matched:DogoHLA-no-graph	complete
HG01066	SpecHLA-IPD365-noFreq	complete
HG01066	T1K-four-field	complete
HG01066	full:DogoHLA	complete
HG01066	full:DogoHLA-no-graph	complete
HG01066	hprc:DogoHLA	complete
HG01066	hprc:DogoHLA-no-graph	complete
HG01066	asian_matched:DogoHLA	complete
HG01066	asian_matched:DogoHLA-no-graph	complete
HG01067	SpecHLA-IPD365-noFreq	complete
HG01067	T1K-four-field	complete
HG01067	full:DogoHLA	complete
HG01067	full:DogoHLA-no-graph	complete
HG01067	hprc:DogoHLA	complete
HG01067	hprc:DogoHLA-no-graph	complete
HG01067	asian_matched:DogoHLA	complete
HG01067	asian_matched:DogoHLA-no-graph	complete
HG01075	SpecHLA-IPD365-noFreq	complete
HG01075	T1K-four-field	complete
HG01075	full:DogoHLA	complete
HG01075	full:DogoHLA-no-graph	complete
HG01075	hprc:DogoHLA	complete
HG01075	hprc:DogoHLA-no-graph	complete
HG01075	asian_matched:DogoHLA	complete
HG01075	asian_matched:DogoHLA-no-graph	complete
HG01082	SpecHLA-IPD365-noFreq	complete
HG01082	T1K-four-field	complete
HG01082	full:DogoHLA	complete
HG01082	full:DogoHLA-no-graph	complete
HG01082	hprc:DogoHLA	complete
HG01082	hprc:DogoHLA-no-graph	complete
HG01082	asian_matched:DogoHLA	complete
HG01082	asian_matched:DogoHLA-no-graph	complete
HG01083	SpecHLA-IPD365-noFreq	complete
HG01083	T1K-four-field	complete
HG01083	full:DogoHLA	complete
HG01083	full:DogoHLA-no-graph	complete
HG01083	hprc:DogoHLA	complete
HG01083	hprc:DogoHLA-no-graph	complete
HG01083	asian_matched:DogoHLA	complete
HG01083	asian_matched:DogoHLA-no-graph	complete
HG01085	SpecHLA-IPD365-noFreq	complete
HG01085	T1K-four-field	complete
HG01085	full:DogoHLA	complete
HG01085	full:DogoHLA-no-graph	complete
HG01085	hprc:DogoHLA	complete
HG01085	hprc:DogoHLA-no-graph	complete
HG01085	asian_matched:DogoHLA	complete
HG01085	asian_matched:DogoHLA-no-graph	complete
HG01086	SpecHLA-IPD365-noFreq	complete
HG01086	T1K-four-field	complete
HG01086	full:DogoHLA	complete
HG01086	full:DogoHLA-no-graph	complete
HG01086	hprc:DogoHLA	complete
HG01086	hprc:DogoHLA-no-graph	complete
HG01086	asian_matched:DogoHLA	complete
HG01086	asian_matched:DogoHLA-no-graph	complete
HG01094	SpecHLA-IPD365-noFreq	complete
HG01094	T1K-four-field	complete
HG01094	full:DogoHLA	complete
HG01094	full:DogoHLA-no-graph	complete
HG01094	hprc:DogoHLA	complete
HG01094	hprc:DogoHLA-no-graph	complete
HG01094	asian_matched:DogoHLA	complete
HG01094	asian_matched:DogoHLA-no-graph	complete
HG01095	SpecHLA-IPD365-noFreq	complete
HG01095	T1K-four-field	complete
HG01095	full:DogoHLA	complete
HG01095	full:DogoHLA-no-graph	complete
HG01095	hprc:DogoHLA	complete
HG01095	hprc:DogoHLA-no-graph	complete
HG01095	asian_matched:DogoHLA	complete
HG01095	asian_matched:DogoHLA-no-graph	complete
HG01101	SpecHLA-IPD365-noFreq	complete
HG01101	T1K-four-field	complete
HG01101	full:DogoHLA	complete
HG01101	full:DogoHLA-no-graph	complete
HG01101	hprc:DogoHLA	complete
HG01101	hprc:DogoHLA-no-graph	complete
HG01101	asian_matched:DogoHLA	complete
HG01101	asian_matched:DogoHLA-no-graph	complete
HG01102	SpecHLA-IPD365-noFreq	complete
HG01102	T1K-four-field	complete
HG01102	full:DogoHLA	complete
HG01102	full:DogoHLA-no-graph	complete
HG01102	hprc:DogoHLA	complete
HG01102	hprc:DogoHLA-no-graph	complete
HG01102	asian_matched:DogoHLA	complete
HG01102	asian_matched:DogoHLA-no-graph	complete
HG01110	SpecHLA-IPD365-noFreq	complete
HG01110	T1K-four-field	complete
HG01110	full:DogoHLA	complete
HG01110	full:DogoHLA-no-graph	complete
HG01110	hprc:DogoHLA	complete
HG01110	hprc:DogoHLA-no-graph	complete
HG01110	asian_matched:DogoHLA	complete
HG01110	asian_matched:DogoHLA-no-graph	complete
HG01111	SpecHLA-IPD365-noFreq	complete
HG01111	T1K-four-field	complete
HG01111	full:DogoHLA	complete
HG01111	full:DogoHLA-no-graph	complete
HG01111	hprc:DogoHLA	complete
HG01111	hprc:DogoHLA-no-graph	complete
HG01111	asian_matched:DogoHLA	complete
HG01111	asian_matched:DogoHLA-no-graph	complete
HG01112	SpecHLA-IPD365-noFreq	complete
HG01112	T1K-four-field	complete
HG01112	full:DogoHLA	complete
HG01112	full:DogoHLA-no-graph	complete
HG01112	hprc:DogoHLA	complete
HG01112	hprc:DogoHLA-no-graph	complete
HG01112	asian_matched:DogoHLA	complete
HG01112	asian_matched:DogoHLA-no-graph	complete
HG01113	SpecHLA-IPD365-noFreq	complete
HG01113	T1K-four-field	complete
HG01113	full:DogoHLA	complete
HG01113	full:DogoHLA-no-graph	complete
HG01113	hprc:DogoHLA	complete
HG01113	hprc:DogoHLA-no-graph	complete
HG01113	asian_matched:DogoHLA	complete
HG01113	asian_matched:DogoHLA-no-graph	complete
HG01124	SpecHLA-IPD365-noFreq	complete
HG01124	T1K-four-field	complete
HG01124	full:DogoHLA	complete
HG01124	full:DogoHLA-no-graph	complete
HG01124	hprc:DogoHLA	complete
HG01124	hprc:DogoHLA-no-graph	complete
HG01124	asian_matched:DogoHLA	complete
HG01124	asian_matched:DogoHLA-no-graph	complete
HG01125	SpecHLA-IPD365-noFreq	complete
HG01125	T1K-four-field	complete
HG01125	full:DogoHLA	complete
HG01125	full:DogoHLA-no-graph	complete
HG01125	hprc:DogoHLA	complete
HG01125	hprc:DogoHLA-no-graph	complete
HG01125	asian_matched:DogoHLA	complete
HG01125	asian_matched:DogoHLA-no-graph	complete
HG01133	SpecHLA-IPD365-noFreq	complete
HG01133	T1K-four-field	complete
HG01133	full:DogoHLA	complete
HG01133	full:DogoHLA-no-graph	complete
HG01133	hprc:DogoHLA	complete
HG01133	hprc:DogoHLA-no-graph	complete
HG01133	asian_matched:DogoHLA	complete
HG01133	asian_matched:DogoHLA-no-graph	complete
HG01134	SpecHLA-IPD365-noFreq	complete
HG01134	T1K-four-field	complete
HG01134	full:DogoHLA	complete
HG01134	full:DogoHLA-no-graph	complete
HG01134	hprc:DogoHLA	complete
HG01134	hprc:DogoHLA-no-graph	complete
HG01134	asian_matched:DogoHLA	complete
HG01134	asian_matched:DogoHLA-no-graph	complete
HG01136	SpecHLA-IPD365-noFreq	complete
HG01136	T1K-four-field	complete
HG01136	full:DogoHLA	complete
HG01136	full:DogoHLA-no-graph	complete
HG01136	hprc:DogoHLA	complete
HG01136	hprc:DogoHLA-no-graph	complete
HG01136	asian_matched:DogoHLA	complete
HG01136	asian_matched:DogoHLA-no-graph	complete
HG01137	SpecHLA-IPD365-noFreq	complete
HG01137	T1K-four-field	complete
HG01137	full:DogoHLA	complete
HG01137	full:DogoHLA-no-graph	complete
HG01137	hprc:DogoHLA	complete
HG01137	hprc:DogoHLA-no-graph	complete
HG01137	asian_matched:DogoHLA	complete
HG01137	asian_matched:DogoHLA-no-graph	complete
HG01139	SpecHLA-IPD365-noFreq	complete
HG01139	T1K-four-field	complete
HG01139	full:DogoHLA	complete
HG01139	full:DogoHLA-no-graph	complete
HG01139	hprc:DogoHLA	complete
HG01139	hprc:DogoHLA-no-graph	complete
HG01139	asian_matched:DogoHLA	complete
HG01139	asian_matched:DogoHLA-no-graph	complete
HG01140	SpecHLA-IPD365-noFreq	complete
HG01140	T1K-four-field	complete
HG01140	full:DogoHLA	complete
HG01140	full:DogoHLA-no-graph	complete
HG01140	hprc:DogoHLA	complete
HG01140	hprc:DogoHLA-no-graph	complete
HG01140	asian_matched:DogoHLA	complete
HG01140	asian_matched:DogoHLA-no-graph	complete
HG01170	SpecHLA-IPD365-noFreq	complete
HG01170	T1K-four-field	complete
HG01170	full:DogoHLA	complete
HG01170	full:DogoHLA-no-graph	complete
HG01170	hprc:DogoHLA	complete
HG01170	hprc:DogoHLA-no-graph	complete
HG01170	asian_matched:DogoHLA	complete
HG01170	asian_matched:DogoHLA-no-graph	complete
HG01171	SpecHLA-IPD365-noFreq	complete
HG01171	T1K-four-field	complete
HG01171	full:DogoHLA	complete
HG01171	full:DogoHLA-no-graph	complete
HG01171	hprc:DogoHLA	complete
HG01171	hprc:DogoHLA-no-graph	complete
HG01171	asian_matched:DogoHLA	complete
HG01171	asian_matched:DogoHLA-no-graph	complete
HG01176	SpecHLA-IPD365-noFreq	complete
HG01176	T1K-four-field	complete
HG01176	full:DogoHLA	complete
HG01176	full:DogoHLA-no-graph	complete
HG01176	hprc:DogoHLA	complete
HG01176	hprc:DogoHLA-no-graph	complete
HG01176	asian_matched:DogoHLA	complete
HG01176	asian_matched:DogoHLA-no-graph	complete
HG01177	SpecHLA-IPD365-noFreq	complete
HG01177	T1K-four-field	complete
HG01177	full:DogoHLA	complete
HG01177	full:DogoHLA-no-graph	complete
HG01177	hprc:DogoHLA	complete
HG01177	hprc:DogoHLA-no-graph	complete
HG01177	asian_matched:DogoHLA	complete
HG01177	asian_matched:DogoHLA-no-graph	complete
HG01182	SpecHLA-IPD365-noFreq	complete
HG01182	T1K-four-field	complete
HG01182	full:DogoHLA	complete
HG01182	full:DogoHLA-no-graph	complete
HG01182	hprc:DogoHLA	complete
HG01182	hprc:DogoHLA-no-graph	complete
HG01182	asian_matched:DogoHLA	complete
HG01182	asian_matched:DogoHLA-no-graph	complete
HG01183	SpecHLA-IPD365-noFreq	complete
HG01183	T1K-four-field	complete
HG01183	full:DogoHLA	complete
HG01183	full:DogoHLA-no-graph	complete
HG01183	hprc:DogoHLA	complete
HG01183	hprc:DogoHLA-no-graph	complete
HG01183	asian_matched:DogoHLA	complete
HG01183	asian_matched:DogoHLA-no-graph	complete
HG01187	SpecHLA-IPD365-noFreq	complete
HG01187	T1K-four-field	complete
HG01187	full:DogoHLA	complete
HG01187	full:DogoHLA-no-graph	complete
HG01187	hprc:DogoHLA	complete
HG01187	hprc:DogoHLA-no-graph	complete
HG01187	asian_matched:DogoHLA	complete
HG01187	asian_matched:DogoHLA-no-graph	complete
HG01188	SpecHLA-IPD365-noFreq	complete
HG01188	T1K-four-field	complete
HG01188	full:DogoHLA	complete
HG01188	full:DogoHLA-no-graph	complete
HG01188	hprc:DogoHLA	complete
HG01188	hprc:DogoHLA-no-graph	complete
HG01188	asian_matched:DogoHLA	complete
HG01188	asian_matched:DogoHLA-no-graph	complete
HG01197	SpecHLA-IPD365-noFreq	complete
HG01197	T1K-four-field	complete
HG01197	full:DogoHLA	complete
HG01197	full:DogoHLA-no-graph	complete
HG01197	hprc:DogoHLA	complete
HG01197	hprc:DogoHLA-no-graph	complete
HG01197	asian_matched:DogoHLA	complete
HG01197	asian_matched:DogoHLA-no-graph	complete
HG01198	SpecHLA-IPD365-noFreq	complete
HG01198	T1K-four-field	complete
HG01198	full:DogoHLA	complete
HG01198	full:DogoHLA-no-graph	complete
HG01198	hprc:DogoHLA	complete
HG01198	hprc:DogoHLA-no-graph	complete
HG01198	asian_matched:DogoHLA	complete
HG01198	asian_matched:DogoHLA-no-graph	complete
HG01204	SpecHLA-IPD365-noFreq	complete
HG01204	T1K-four-field	complete
HG01204	full:DogoHLA	complete
HG01204	full:DogoHLA-no-graph	complete
HG01204	hprc:DogoHLA	complete
HG01204	hprc:DogoHLA-no-graph	complete
HG01204	asian_matched:DogoHLA	complete
HG01204	asian_matched:DogoHLA-no-graph	complete
HG01205	SpecHLA-IPD365-noFreq	complete
HG01205	T1K-four-field	complete
HG01205	full:DogoHLA	complete
HG01205	full:DogoHLA-no-graph	complete
HG01205	hprc:DogoHLA	complete
HG01205	hprc:DogoHLA-no-graph	complete
HG01205	asian_matched:DogoHLA	complete
HG01205	asian_matched:DogoHLA-no-graph	complete
HG01247	SpecHLA-IPD365-noFreq	complete
HG01247	T1K-four-field	complete
HG01247	full:DogoHLA	complete
HG01247	full:DogoHLA-no-graph	complete
HG01247	hprc:DogoHLA	complete
HG01247	hprc:DogoHLA-no-graph	complete
HG01247	asian_matched:DogoHLA	complete
HG01247	asian_matched:DogoHLA-no-graph	complete
HG01248	SpecHLA-IPD365-noFreq	complete
HG01248	T1K-four-field	complete
HG01248	full:DogoHLA	complete
HG01248	full:DogoHLA-no-graph	complete
HG01248	hprc:DogoHLA	complete
HG01248	hprc:DogoHLA-no-graph	complete
HG01248	asian_matched:DogoHLA	complete
HG01248	asian_matched:DogoHLA-no-graph	complete
HG01271	SpecHLA-IPD365-noFreq	complete
HG01271	T1K-four-field	complete
HG01271	full:DogoHLA	complete
HG01271	full:DogoHLA-no-graph	complete
HG01271	hprc:DogoHLA	complete
HG01271	hprc:DogoHLA-no-graph	complete
HG01271	asian_matched:DogoHLA	complete
HG01271	asian_matched:DogoHLA-no-graph	complete
HG01272	SpecHLA-IPD365-noFreq	complete
HG01272	T1K-four-field	complete
HG01272	full:DogoHLA	complete
HG01272	full:DogoHLA-no-graph	complete
HG01272	hprc:DogoHLA	complete
HG01272	hprc:DogoHLA-no-graph	complete
HG01272	asian_matched:DogoHLA	complete
HG01272	asian_matched:DogoHLA-no-graph	complete
HG01274	SpecHLA-IPD365-noFreq	complete
HG01274	T1K-four-field	complete
HG01274	full:DogoHLA	complete
HG01274	full:DogoHLA-no-graph	complete
HG01274	hprc:DogoHLA	complete
HG01274	hprc:DogoHLA-no-graph	complete
HG01274	asian_matched:DogoHLA	complete
HG01274	asian_matched:DogoHLA-no-graph	complete
HG01275	SpecHLA-IPD365-noFreq	complete
HG01275	T1K-four-field	complete
HG01275	full:DogoHLA	complete
HG01275	full:DogoHLA-no-graph	complete
HG01275	hprc:DogoHLA	complete
HG01275	hprc:DogoHLA-no-graph	complete
HG01275	asian_matched:DogoHLA	complete
HG01275	asian_matched:DogoHLA-no-graph	complete
HG01277	SpecHLA-IPD365-noFreq	complete
HG01277	T1K-four-field	complete
HG01277	full:DogoHLA	complete
HG01277	full:DogoHLA-no-graph	complete
HG01277	hprc:DogoHLA	complete
HG01277	hprc:DogoHLA-no-graph	complete
HG01277	asian_matched:DogoHLA	complete
HG01277	asian_matched:DogoHLA-no-graph	complete
HG01278	SpecHLA-IPD365-noFreq	complete
HG01278	T1K-four-field	complete
HG01278	full:DogoHLA	complete
HG01278	full:DogoHLA-no-graph	complete
HG01278	hprc:DogoHLA	complete
HG01278	hprc:DogoHLA-no-graph	complete
HG01278	asian_matched:DogoHLA	complete
HG01278	asian_matched:DogoHLA-no-graph	complete
HG01334	SpecHLA-IPD365-noFreq	complete
HG01334	T1K-four-field	complete
HG01334	full:DogoHLA	complete
HG01334	full:DogoHLA-no-graph	complete
HG01334	hprc:DogoHLA	complete
HG01334	hprc:DogoHLA-no-graph	complete
HG01334	asian_matched:DogoHLA	complete
HG01334	asian_matched:DogoHLA-no-graph	complete
HG01341	SpecHLA-IPD365-noFreq	complete
HG01341	T1K-four-field	complete
HG01341	full:DogoHLA	complete
HG01341	full:DogoHLA-no-graph	complete
HG01341	hprc:DogoHLA	complete
HG01341	hprc:DogoHLA-no-graph	complete
HG01341	asian_matched:DogoHLA	complete
HG01341	asian_matched:DogoHLA-no-graph	complete
HG01342	SpecHLA-IPD365-noFreq	complete
HG01342	T1K-four-field	complete
HG01342	full:DogoHLA	complete
HG01342	full:DogoHLA-no-graph	complete
HG01342	hprc:DogoHLA	complete
HG01342	hprc:DogoHLA-no-graph	complete
HG01342	asian_matched:DogoHLA	complete
HG01342	asian_matched:DogoHLA-no-graph	complete
HG01347	SpecHLA-IPD365-noFreq	complete
HG01347	T1K-four-field	complete
HG01347	full:DogoHLA	complete
HG01347	full:DogoHLA-no-graph	complete
HG01347	hprc:DogoHLA	complete
HG01347	hprc:DogoHLA-no-graph	complete
HG01347	asian_matched:DogoHLA	complete
HG01347	asian_matched:DogoHLA-no-graph	complete
HG01348	SpecHLA-IPD365-noFreq	complete
HG01348	T1K-four-field	complete
HG01348	full:DogoHLA	complete
HG01348	full:DogoHLA-no-graph	complete
HG01348	hprc:DogoHLA	complete
HG01348	hprc:DogoHLA-no-graph	complete
HG01348	asian_matched:DogoHLA	complete
HG01348	asian_matched:DogoHLA-no-graph	complete
HG01350	SpecHLA-IPD365-noFreq	complete
HG01350	T1K-four-field	complete
HG01350	full:DogoHLA	complete
HG01350	full:DogoHLA-no-graph	complete
HG01350	hprc:DogoHLA	complete
HG01350	hprc:DogoHLA-no-graph	complete
HG01350	asian_matched:DogoHLA	complete
HG01350	asian_matched:DogoHLA-no-graph	complete
HG01351	SpecHLA-IPD365-noFreq	complete
HG01351	T1K-four-field	complete
HG01351	full:DogoHLA	complete
HG01351	full:DogoHLA-no-graph	complete
HG01351	hprc:DogoHLA	complete
HG01351	hprc:DogoHLA-no-graph	complete
HG01351	asian_matched:DogoHLA	complete
HG01351	asian_matched:DogoHLA-no-graph	complete
HG01353	SpecHLA-IPD365-noFreq	complete
HG01353	T1K-four-field	complete
HG01353	full:DogoHLA	complete
HG01353	full:DogoHLA-no-graph	complete
HG01353	hprc:DogoHLA	complete
HG01353	hprc:DogoHLA-no-graph	complete
HG01353	asian_matched:DogoHLA	complete
HG01353	asian_matched:DogoHLA-no-graph	complete
HG01354	SpecHLA-IPD365-noFreq	complete
HG01354	T1K-four-field	complete
HG01354	full:DogoHLA	complete
HG01354	full:DogoHLA-no-graph	complete
HG01354	hprc:DogoHLA	complete
HG01354	hprc:DogoHLA-no-graph	complete
HG01354	asian_matched:DogoHLA	complete
HG01354	asian_matched:DogoHLA-no-graph	complete
HG01365	SpecHLA-IPD365-noFreq	complete
HG01365	T1K-four-field	complete
HG01365	full:DogoHLA	complete
HG01365	full:DogoHLA-no-graph	complete
HG01365	hprc:DogoHLA	complete
HG01365	hprc:DogoHLA-no-graph	complete
HG01365	asian_matched:DogoHLA	complete
HG01365	asian_matched:DogoHLA-no-graph	complete
HG01366	SpecHLA-IPD365-noFreq	complete
HG01366	T1K-four-field	complete
HG01366	full:DogoHLA	complete
HG01366	full:DogoHLA-no-graph	complete
HG01366	hprc:DogoHLA	complete
HG01366	hprc:DogoHLA-no-graph	complete
HG01366	asian_matched:DogoHLA	complete
HG01366	asian_matched:DogoHLA-no-graph	complete
HG01374	SpecHLA-IPD365-noFreq	complete
HG01374	T1K-four-field	complete
HG01374	full:DogoHLA	complete
HG01374	full:DogoHLA-no-graph	complete
HG01374	hprc:DogoHLA	complete
HG01374	hprc:DogoHLA-no-graph	complete
