"","median_c4mid","median_c4del","mean_c4ins","median_tnxb","mean_c4a_g1","mean_c4a_g2","mean_c4b_g1","mean_c4b_g2","mean_c4a","mean_c4b","c4aL","c4bL","median_mhc_c4","median_mhc_tnxb","mhc_c4_copy","c4_exon_del","c4_exon29_ins","c4_exon29_norm","wgs_c4_copy"
"NA18952_C4_",129,0,108.987121093136,41.4322654161371,89.8,72.5,46.6,36,82.1111111111111,41.8888888888889,116,0,60,36,0,0,0,130,7.16666666666667
