donor	ancestry	population	family	gourraud_overlap	matched64	eligibility	cram
NA19762	AMR	MXL	m028	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239942/NA19762.final.cram
NA19764	AMR	MXL	2405	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240093/NA19764.final.cram
NA19770	AMR	MXL	m031	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239943/NA19770.final.cram
NA19771	AMR	MXL	m031	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239944/NA19771.final.cram
NA19773	AMR	MXL	m033	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239945/NA19773.final.cram
NA19774	AMR	MXL	m033	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239946/NA19774.final.cram
NA19779	AMR	MXL	m035	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239949/NA19779.final.cram
NA19780	AMR	MXL	m035	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239950/NA19780.final.cram
NA19782	AMR	MXL	m036	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239951/NA19782.final.cram
NA19783	AMR	MXL	m036	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239952/NA19783.final.cram
NA19785	AMR	MXL	m032	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239953/NA19785.final.cram
NA19786	AMR	MXL	m032	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239954/NA19786.final.cram
NA19788	AMR	MXL	m037	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239955/NA19788.final.cram
NA19789	AMR	MXL	m037	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239956/NA19789.final.cram
NA19792	AMR	MXL	2414	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3240094/NA19792.final.cram
NA19794	AMR	MXL	m039	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239957/NA19794.final.cram
NA19795	AMR	MXL	m039	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239958/NA19795.final.cram
HG01565	AMR	PEL	PEL001	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241984/HG01565.final.cram
HG01566	AMR	PEL	PEL001	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241985/HG01566.final.cram
HG01571	AMR	PEL	PEL003	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241986/HG01571.final.cram
HG01572	AMR	PEL	PEL003	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241987/HG01572.final.cram
HG01577	AMR	PEL	PEL005	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241988/HG01577.final.cram
HG01578	AMR	PEL	PEL005	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241989/HG01578.final.cram
HG01892	AMR	PEL	PEL007	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241992/HG01892.final.cram
HG01893	AMR	PEL	PEL007	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241993/HG01893.final.cram
HG01917	AMR	PEL	PEL006	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241990/HG01917.final.cram
HG01918	AMR	PEL	PEL006	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241991/HG01918.final.cram
HG01920	AMR	PEL	PEL009	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241994/HG01920.final.cram
HG01921	AMR	PEL	PEL009	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241995/HG01921.final.cram
HG01923	AMR	PEL	PEL010	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241996/HG01923.final.cram
HG01924	AMR	PEL	PEL010	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241997/HG01924.final.cram
HG01935	AMR	PEL	PEL014	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242002/HG01935.final.cram
HG01936	AMR	PEL	PEL014	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242003/HG01936.final.cram
HG01944	AMR	PEL	PEL017	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242008/HG01944.final.cram
HG01945	AMR	PEL	PEL017	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242009/HG01945.final.cram
HG01947	AMR	PEL	PEL018	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242010/HG01947.final.cram
HG01948	AMR	PEL	PEL018	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242011/HG01948.final.cram
HG01953	AMR	PEL	PEL020	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242014/HG01953.final.cram
HG01954	AMR	PEL	PEL020	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242015/HG01954.final.cram
HG01961	AMR	PEL	PEL21	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242811/HG01961.final.cram
HG01965	AMR	PEL	PEL22	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242812/HG01965.final.cram
HG01970	AMR	PEL	PEL024	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242018/HG01970.final.cram
HG01971	AMR	PEL	PEL024	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242019/HG01971.final.cram
HG01982	AMR	PEL	PEL28	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242236/HG01982.final.cram
HG01983	AMR	PEL	PEL28	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3988967/HG01983.final.cram
HG01997	AMR	PEL	PEL31	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242029/HG01997.final.cram
HG02006	AMR	PEL	PEL34	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242813/HG02006.final.cram
HG02008	AMR	PEL	PEL31	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242028/HG02008.final.cram
HG02089	AMR	PEL	PEL35	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242033/HG02089.final.cram
HG02090	AMR	PEL	PEL35	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242032/HG02090.final.cram
HG02102	AMR	PEL	PEL37	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242814/HG02102.final.cram
HG02104	AMR	PEL	PEL38	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242034/HG02104.final.cram
HG02105	AMR	PEL	PEL38	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242035/HG02105.final.cram
HG02150	AMR	PEL	PEL40	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242815/HG02150.final.cram
HG02252	AMR	PEL	PEL41	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242816/HG02252.final.cram
HG02253	AMR	PEL	PEL41	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242817/HG02253.final.cram
HG02259	AMR	PEL	PEL42	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242239/HG02259.final.cram
HG02260	AMR	PEL	PEL42	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242240/HG02260.final.cram
HG02262	AMR	PEL	PEL43	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242818/HG02262.final.cram
HG02265	AMR	PEL	PEL44	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242819/HG02265.final.cram
HG02266	AMR	PEL	PEL44	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242820/HG02266.final.cram
HG02274	AMR	PEL	PEL47	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242821/HG02274.final.cram
HG02275	AMR	PEL	PEL47	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242822/HG02275.final.cram
HG02277	AMR	PEL	PEL48	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242243/HG02277.final.cram
HG02278	AMR	PEL	PEL48	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242244/HG02278.final.cram
HG02285	AMR	PEL	PEL49	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242199/HG02285.final.cram
HG02286	AMR	PEL	PEL49	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242200/HG02286.final.cram
HG02301	AMR	PEL	PEL53	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242201/HG02301.final.cram
HG02304	AMR	PEL	PEL54	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242823/HG02304.final.cram
HG02312	AMR	PEL	PEL55	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242824/HG02312.final.cram
HG02345	AMR	PEL	PEL56	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242825/HG02345.final.cram
HG02348	AMR	PEL	PEL57	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242826/HG02348.final.cram
HG02425	AMR	PEL	PEL59	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242827/HG02425.final.cram
HG00551	AMR	PUR	PR01	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241804/HG00551.final.cram
HG00553	AMR	PUR	PR02	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241695/HG00553.final.cram
HG00554	AMR	PUR	PR02	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241696/HG00554.final.cram
HG00742	AMR	PUR	PR10	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242767/HG00742.final.cram
HG00743	AMR	PUR	PR10	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242768/HG00743.final.cram
HG01048	AMR	PUR	PR08	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241761/HG01048.final.cram
HG01049	AMR	PUR	PR08	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241762/HG01049.final.cram
HG01051	AMR	PUR	PR11	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241805/HG01051.final.cram
HG01052	AMR	PUR	PR11	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241806/HG01052.final.cram
HG01054	AMR	PUR	PR12	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241763/HG01054.final.cram
HG01055	AMR	PUR	PR12	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241764/HG01055.final.cram
HG01058	AMR	PUR	PR13	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242769/HG01058.final.cram
HG01060	AMR	PUR	PR14	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241807/HG01060.final.cram
HG01061	AMR	PUR	PR14	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241808/HG01061.final.cram
HG01063	AMR	PUR	PR15	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242770/HG01063.final.cram
HG01064	AMR	PUR	PR15	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242771/HG01064.final.cram
HG01066	AMR	PUR	PR16	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241765/HG01066.final.cram
HG01067	AMR	PUR	PR16	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241766/HG01067.final.cram
HG01075	AMR	PUR	PR01	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241813/HG01075.final.cram
HG01077	AMR	PUR	PR20	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242772/HG01077.final.cram
HG01082	AMR	PUR	PR28	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241814/HG01082.final.cram
HG01083	AMR	PUR	PR28	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241815/HG01083.final.cram
HG01085	AMR	PUR	PR26	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241816/HG01085.final.cram
HG01086	AMR	PUR	PR26	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241817/HG01086.final.cram
HG01088	AMR	PUR	PR27	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242750/HG01088.final.cram
HG01089	AMR	PUR	PR27	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242751/HG01089.final.cram
HG01092	AMR	PUR	PR30	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242773/HG01092.final.cram
HG01094	AMR	PUR	PR29	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241818/HG01094.final.cram
HG01095	AMR	PUR	PR29	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241819/HG01095.final.cram
HG01101	AMR	PUR	PR19	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241820/HG01101.final.cram
HG01102	AMR	PUR	PR19	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241821/HG01102.final.cram
HG01110	AMR	PUR	PR34	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241826/HG01110.final.cram
HG01111	AMR	PUR	PR34	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241827/HG01111.final.cram
HG01161	AMR	PUR	PR35	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242774/HG01161.final.cram
HG01162	AMR	PUR	PR35	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242775/HG01162.final.cram
HG01164	AMR	PUR	PR37	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242776/HG01164.final.cram
HG01170	AMR	PUR	PR24	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241842/HG01170.final.cram
HG01171	AMR	PUR	PR24	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241843/HG01171.final.cram
HG01176	AMR	PUR	PR42	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241846/HG01176.final.cram
HG01177	AMR	PUR	PR42	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241847/HG01177.final.cram
HG01182	AMR	PUR	PR44	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241848/HG01182.final.cram
HG01183	AMR	PUR	PR44	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241849/HG01183.final.cram
HG01187	AMR	PUR	PR38	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241850/HG01187.final.cram
HG01188	AMR	PUR	PR38	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241851/HG01188.final.cram
HG01197	AMR	PUR	PR46	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241854/HG01197.final.cram
HG01198	AMR	PUR	PR46	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241855/HG01198.final.cram
HG01200	AMR	PUR	PR47	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242777/HG01200.final.cram
HG01204	AMR	PUR	PR49	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241856/HG01204.final.cram
HG01205	AMR	PUR	PR49	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241857/HG01205.final.cram
HG01247	AMR	PUR	PR32	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241860/HG01247.final.cram
HG01248	AMR	PUR	PR32	1	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241861/HG01248.final.cram
HG01286	AMR	PUR	PR58	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242778/HG01286.final.cram
HG01302	AMR	PUR	PR59	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242752/HG01302.final.cram
HG01303	AMR	PUR	PR59	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242753/HG01303.final.cram
HG01305	AMR	PUR	PR61	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242779/HG01305.final.cram
HG01308	AMR	PUR	PR62	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242780/HG01308.final.cram
HG01311	AMR	PUR	PR63	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242754/HG01311.final.cram
HG01312	AMR	PUR	PR63	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242755/HG01312.final.cram
HG01323	AMR	PUR	PR67	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242756/HG01323.final.cram
HG01325	AMR	PUR	PR68	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242757/HG01325.final.cram
HG01326	AMR	PUR	PR68	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242758/HG01326.final.cram
HG01392	AMR	PUR	PR70	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242759/HG01392.final.cram
HG01393	AMR	PUR	PR70	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242760/HG01393.final.cram
HG01395	AMR	PUR	PR71	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242761/HG01395.final.cram
HG01396	AMR	PUR	PR71	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242762/HG01396.final.cram
HG01398	AMR	PUR	PR72	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242781/HG01398.final.cram
HG01402	AMR	PUR	PR74	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242763/HG01402.final.cram
HG01403	AMR	PUR	PR74	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242764/HG01403.final.cram
HG01405	AMR	PUR	PR75	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242782/HG01405.final.cram
HG01412	AMR	PUR	PR76	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242783/HG01412.final.cram
HG01413	AMR	PUR	PR78	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242765/HG01413.final.cram
HG01414	AMR	PUR	PR78	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242766/HG01414.final.cram
HG00759	EAS	CDX	HG00759	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242128/HG00759.final.cram
HG00766	EAS	CDX	HG00766	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242129/HG00766.final.cram
HG00844	EAS	CDX	HG00844	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242130/HG00844.final.cram
HG00851	EAS	CDX	HG00851	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242131/HG00851.final.cram
HG00864	EAS	CDX	HG00864	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242132/HG00864.final.cram
HG00867	EAS	CDX	CDX1	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242133/HG00867.final.cram
HG00879	EAS	CDX	HG00879	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242134/HG00879.final.cram
HG00881	EAS	CDX	HG00881	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242135/HG00881.final.cram
HG00956	EAS	CDX	HG00956	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242136/HG00956.final.cram
HG00978	EAS	CDX	HG00978	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242137/HG00978.final.cram
HG00982	EAS	CDX	HG00982	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242138/HG00982.final.cram
HG01028	EAS	CDX	HG01028	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242139/HG01028.final.cram
HG01029	EAS	CDX	HG01029	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242140/HG01029.final.cram
HG01031	EAS	CDX	HG01031	0	0	eligible	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3242141/HG01031.final.cram
